slugScore,namePlayer1,slugTeamPlayer1,namePlayer2,slugTeamPlayer2,namePlayer3,slugTeamPlayer3,idGame,numberPeriod,timeQuarter,descriptionPlayHome,descriptionPlayVisitor,timeRemaining,scoreAway,scoreHome,marginScore,Date
NA,NA,NA,NA,NA,NA,NA,42000406,1,12:00,NA,NA,48,NA,NA,NA,2021-07-20
NA,Brook Lopez,MIL,Deandre Ayton,PHX,Devin Booker,PHX,42000406,1,12:00,Jump Ball Lopez vs. Ayton: Tip to Booker,NA,48,NA,NA,NA,2021-07-20
NA,Chris Paul,PHX,NA,NA,NA,NA,42000406,1,11:40,NA,MISS Paul 20' Pullup Jump Shot,47.6666666666667,NA,NA,NA,2021-07-20
NA,Giannis Antetokounmpo,MIL,NA,NA,NA,NA,42000406,1,11:39,Antetokounmpo REBOUND (Off:0 Def:1),NA,47.65,NA,NA,NA,2021-07-20
NA,Jrue Holiday,MIL,NA,NA,NA,NA,42000406,1,11:21,MISS Holiday 19' Pullup Jump Shot,NA,47.35,NA,NA,NA,2021-07-20
NA,Jae Crowder,PHX,NA,NA,NA,NA,42000406,1,11:20,NA,Crowder REBOUND (Off:0 Def:1),47.3333333333333,NA,NA,NA,2021-07-20
NA,Mikal Bridges,PHX,NA,NA,Giannis Antetokounmpo,MIL,42000406,1,11:14,Antetokounmpo BLOCK (1 BLK),MISS Bridges 4' Running Layup,47.2333333333333,NA,NA,NA,2021-07-20
NA,Khris Middleton,MIL,NA,NA,NA,NA,42000406,1,11:13,Middleton REBOUND (Off:0 Def:1),NA,47.2166666666667,NA,NA,NA,2021-07-20
0 - 2,Giannis Antetokounmpo,MIL,Khris Middleton,MIL,NA,NA,42000406,1,11:06,Antetokounmpo 4' Driving Floating Bank Jump Shot (2 PTS) (Middleton 1 AST),NA,47.1,0,2,2,2021-07-20
2 - 2,Devin Booker,PHX,NA,NA,NA,NA,42000406,1,10:48,NA,Booker 15' Fadeaway Jumper (2 PTS),46.8,2,2,NA,2021-07-20
NA,Khris Middleton,MIL,NA,NA,NA,NA,42000406,1,10:24,MISS Middleton 14' Step Back Jump Shot,NA,46.4,NA,NA,NA,2021-07-20
NA,NA,NA,NA,NA,NA,NA,42000406,1,10:24,BUCKS Rebound,NA,46.4,NA,NA,NA,2021-07-20
NA,NA,NA,NA,NA,NA,NA,42000406,1,10:24,BUCKS Turnover: Shot Clock (T#1),NA,46.4,NA,NA,NA,2021-07-20
NA,Devin Booker,PHX,NA,NA,NA,NA,42000406,1,10:13,NA,MISS Booker 27' 3PT Step Back Jump Shot,46.2166666666667,NA,NA,NA,2021-07-20
NA,Mikal Bridges,PHX,NA,NA,NA,NA,42000406,1,10:12,NA,Bridges REBOUND (Off:1 Def:0),46.2,NA,NA,NA,2021-07-20
NA,Jae Crowder,PHX,NA,NA,NA,NA,42000406,1,10:03,NA,MISS Crowder 26' 3PT Jump Shot,46.05,NA,NA,NA,2021-07-20
NA,Khris Middleton,MIL,NA,NA,NA,NA,42000406,1,10:00,Middleton REBOUND (Off:0 Def:2),NA,46,NA,NA,NA,2021-07-20
NA,Giannis Antetokounmpo,MIL,Deandre Ayton,PHX,NA,NA,42000406,1,9:53,Antetokounmpo Bad Pass Turnover (P1.T2),Ayton STEAL (1 STL),45.8833333333333,NA,NA,NA,2021-07-20
NA,Chris Paul,PHX,NA,NA,NA,NA,42000406,1,9:43,NA,MISS Paul 14' Step Back Jump Shot,45.7166666666667,NA,NA,NA,2021-07-20
NA,Giannis Antetokounmpo,MIL,NA,NA,NA,NA,42000406,1,9:42,Antetokounmpo REBOUND (Off:0 Def:2),NA,45.7,NA,NA,NA,2021-07-20
NA,Jrue Holiday,MIL,Deandre Ayton,PHX,NA,NA,42000406,1,9:35,Holiday Bad Pass Turnover (P1.T3),Ayton STEAL (2 STL),45.5833333333333,NA,NA,NA,2021-07-20
NA,Jae Crowder,PHX,Jrue Holiday,MIL,NA,NA,42000406,1,9:25,Holiday STEAL (1 STL),Crowder Bad Pass Turnover (P1.T1),45.4166666666667,NA,NA,NA,2021-07-20
NA,Jrue Holiday,MIL,NA,NA,NA,NA,42000406,1,9:20,MISS Holiday 27' 3PT Running Pull-Up Jump Shot,NA,45.3333333333333,NA,NA,NA,2021-07-20
NA,Devin Booker,PHX,NA,NA,NA,NA,42000406,1,9:19,NA,Booker REBOUND (Off:0 Def:1),45.3166666666667,NA,NA,NA,2021-07-20
NA,Jae Crowder,PHX,Khris Middleton,MIL,NA,NA,42000406,1,9:04,Middleton STEAL (1 STL),Crowder Lost Ball Turnover (P2.T2),45.0666666666667,NA,NA,NA,2021-07-20
NA,Jrue Holiday,MIL,NA,NA,NA,NA,42000406,1,8:52,MISS Holiday 15' Pullup Jump Shot,NA,44.8666666666667,NA,NA,NA,2021-07-20
NA,NA,NA,NA,NA,NA,NA,42000406,1,8:52,BUCKS Rebound,NA,44.8666666666667,NA,NA,NA,2021-07-20
2 - 4,Brook Lopez,MIL,Jrue Holiday,MIL,NA,NA,42000406,1,8:43,Lopez 2' Layup (2 PTS) (Holiday 1 AST),NA,44.7166666666667,2,4,2,2021-07-20
NA,Deandre Ayton,PHX,Brook Lopez,MIL,NA,NA,42000406,1,8:21,Lopez STEAL (1 STL),Ayton Lost Ball Turnover (P1.T3),44.35,NA,NA,NA,2021-07-20
NA,Jae Crowder,PHX,Giannis Antetokounmpo,MIL,NA,NA,42000406,1,8:16,NA,Crowder S.FOUL (P1.T1) (E.Lewis),44.2666666666667,NA,NA,NA,2021-07-20
2 - 5,Giannis Antetokounmpo,MIL,NA,NA,NA,NA,42000406,1,8:16,Antetokounmpo Free Throw 1 of 2 (3 PTS),NA,44.2666666666667,2,5,3,2021-07-20
2 - 6,Giannis Antetokounmpo,MIL,NA,NA,NA,NA,42000406,1,8:16,Antetokounmpo Free Throw 2 of 2 (4 PTS),NA,44.2666666666667,2,6,4,2021-07-20
NA,Devin Booker,PHX,NA,NA,NA,NA,42000406,1,8:01,NA,MISS Booker 12' Fadeaway Jumper,44.0166666666667,NA,NA,NA,2021-07-20
NA,Jrue Holiday,MIL,NA,NA,NA,NA,42000406,1,7:58,Holiday REBOUND (Off:0 Def:1),NA,43.9666666666667,NA,NA,NA,2021-07-20
NA,Khris Middleton,MIL,NA,NA,NA,NA,42000406,1,7:52,MISS Middleton 28' 3PT Jump Shot,NA,43.8666666666667,NA,NA,NA,2021-07-20
NA,Jae Crowder,PHX,NA,NA,NA,NA,42000406,1,7:51,NA,Crowder REBOUND (Off:0 Def:2),43.85,NA,NA,NA,2021-07-20
NA,Deandre Ayton,PHX,NA,NA,NA,NA,42000406,1,7:28,NA,MISS Ayton 21' Turnaround Jump Shot,43.4666666666667,NA,NA,NA,2021-07-20
NA,Khris Middleton,MIL,NA,NA,NA,NA,42000406,1,7:27,Middleton REBOUND (Off:0 Def:3),NA,43.45,NA,NA,NA,2021-07-20
NA,Khris Middleton,MIL,Jae Crowder,PHX,NA,NA,42000406,1,7:11,Middleton Bad Pass Turnover (P1.T4),Crowder STEAL (1 STL),43.1833333333333,NA,NA,NA,2021-07-20
5 - 6,Chris Paul,PHX,NA,NA,NA,NA,42000406,1,6:51,NA,Paul 27' 3PT Jump Shot (3 PTS),42.85,5,6,1,2021-07-20
NA,NA,NA,NA,NA,NA,NA,42000406,1,6:51,BUCKS Timeout: Regular (Full 1 Short 0),NA,42.85,NA,NA,NA,2021-07-20
5 - 8,Jrue Holiday,MIL,Khris Middleton,MIL,NA,NA,42000406,1,6:33,Holiday 7' Driving Hook Shot (2 PTS) (Middleton 2 AST),NA,42.55,5,8,3,2021-07-20
NA,Devin Booker,PHX,Khris Middleton,MIL,NA,NA,42000406,1,6:19,Middleton STEAL (2 STL),Booker Bad Pass Turnover (P1.T4),42.3166666666667,NA,NA,NA,2021-07-20
5 - 10,Khris Middleton,MIL,NA,NA,NA,NA,42000406,1,6:15,Middleton 1' Running Dunk (2 PTS),NA,42.25,5,10,5,2021-07-20
NA,Jae Crowder,PHX,NA,NA,NA,NA,42000406,1,6:06,NA,MISS Crowder 26' 3PT Pullup Jump Shot,42.1,NA,NA,NA,2021-07-20
NA,Giannis Antetokounmpo,MIL,NA,NA,NA,NA,42000406,1,6:05,Antetokounmpo REBOUND (Off:0 Def:3),NA,42.0833333333333,NA,NA,NA,2021-07-20
NA,Giannis Antetokounmpo,MIL,NA,NA,NA,NA,42000406,1,5:57,MISS Antetokounmpo 28' 3PT Running Pull-Up Jump Shot,NA,41.95,NA,NA,NA,2021-07-20
NA,Jae Crowder,PHX,NA,NA,NA,NA,42000406,1,5:56,NA,Crowder REBOUND (Off:0 Def:3),41.9333333333333,NA,NA,NA,2021-07-20
7 - 10,Mikal Bridges,PHX,NA,NA,NA,NA,42000406,1,5:48,NA,Bridges 16' Pullup Jump Shot (2 PTS),41.8,7,10,3,2021-07-20
7 - 12,Khris Middleton,MIL,NA,NA,NA,NA,42000406,1,5:30,Middleton 19' Step Back Jump Shot (4 PTS),NA,41.5,7,12,5,2021-07-20
NA,Deandre Ayton,PHX,NA,NA,NA,NA,42000406,1,5:24,NA,MISS Ayton 9' Floating Jump Shot,41.4,NA,NA,NA,2021-07-20
NA,P.J. Tucker,MIL,NA,NA,NA,NA,42000406,1,5:23,Tucker REBOUND (Off:0 Def:1),NA,41.3833333333333,NA,NA,NA,2021-07-20
7 - 15,Khris Middleton,MIL,NA,NA,NA,NA,42000406,1,5:14,Middleton 28' 3PT Pullup Jump Shot (7 PTS),NA,41.2333333333333,7,15,8,2021-07-20
NA,Deandre Ayton,PHX,NA,NA,NA,NA,42000406,1,4:57,NA,MISS Ayton 11' Turnaround Fadeaway Shot,40.95,NA,NA,NA,2021-07-20
NA,Giannis Antetokounmpo,MIL,NA,NA,NA,NA,42000406,1,4:56,Antetokounmpo REBOUND (Off:0 Def:4),NA,40.9333333333333,NA,NA,NA,2021-07-20
NA,Khris Middleton,MIL,Devin Booker,PHX,NA,NA,42000406,1,4:51,Middleton OFF.Foul (P1) (T.Brothers),NA,40.85,NA,NA,NA,2021-07-20
NA,Khris Middleton,MIL,NA,NA,NA,NA,42000406,1,4:51,Middleton Offensive Foul Turnover (P2.T5),NA,40.85,NA,NA,NA,2021-07-20
NA,Brook Lopez,MIL,Pat Connaughton,MIL,NA,NA,42000406,1,4:51,SUB: Connaughton FOR Lopez,NA,40.85,NA,NA,NA,2021-07-20
NA,Giannis Antetokounmpo,MIL,Bobby Portis,MIL,NA,NA,42000406,1,4:51,SUB: Portis FOR Antetokounmpo,NA,40.85,NA,NA,NA,2021-07-20
9 - 15,Deandre Ayton,PHX,Chris Paul,PHX,NA,NA,42000406,1,4:40,NA,Ayton 3' Layup (2 PTS) (Paul 1 AST),40.6666666666667,9,15,6,2021-07-20
NA,Pat Connaughton,MIL,Deandre Ayton,PHX,NA,NA,42000406,1,4:40,Connaughton S.FOUL (P1.T1) (T.Brothers),NA,40.6666666666667,NA,NA,NA,2021-07-20
NA,Deandre Ayton,PHX,NA,NA,NA,NA,42000406,1,4:40,NA,MISS Ayton Free Throw 1 of 1,40.6666666666667,NA,NA,NA,2021-07-20
NA,P.J. Tucker,MIL,NA,NA,NA,NA,42000406,1,4:40,Tucker REBOUND (Off:0 Def:2),NA,40.6666666666667,NA,NA,NA,2021-07-20
NA,Jrue Holiday,MIL,Jae Crowder,PHX,NA,NA,42000406,1,4:31,Holiday Bad Pass Turnover (P2.T6),Crowder STEAL (2 STL),40.5166666666667,NA,NA,NA,2021-07-20
11 - 15,Jae Crowder,PHX,Chris Paul,PHX,NA,NA,42000406,1,4:19,NA,Crowder 13' Floating Jump Shot (2 PTS) (Paul 2 AST),40.3166666666667,11,15,4,2021-07-20
NA,Bobby Portis,MIL,NA,NA,NA,NA,42000406,1,4:05,MISS Portis 26' 3PT Jump Shot,NA,40.0833333333333,NA,NA,NA,2021-07-20
NA,NA,NA,NA,NA,NA,NA,42000406,1,4:05,BUCKS Rebound,NA,40.0833333333333,NA,NA,NA,2021-07-20
NA,Jae Crowder,PHX,Pat Connaughton,MIL,NA,NA,42000406,1,4:05,NA,Crowder L.B.FOUL (P2.T2) (T.Brothers),40.0833333333333,NA,NA,NA,2021-07-20
NA,Deandre Ayton,PHX,Cameron Johnson,PHX,NA,NA,42000406,1,4:05,NA,SUB: Johnson FOR Ayton,40.0833333333333,NA,NA,NA,2021-07-20
NA,Jae Crowder,PHX,Frank Kaminsky,PHX,NA,NA,42000406,1,4:05,NA,SUB: Kaminsky FOR Crowder,40.0833333333333,NA,NA,NA,2021-07-20
NA,Pat Connaughton,MIL,NA,NA,NA,NA,42000406,1,3:58,MISS Connaughton 27' 3PT Jump Shot,NA,39.9666666666667,NA,NA,NA,2021-07-20
NA,Frank Kaminsky,PHX,NA,NA,NA,NA,42000406,1,3:57,NA,Kaminsky REBOUND (Off:0 Def:1),39.95,NA,NA,NA,2021-07-20
NA,Chris Paul,PHX,Jrue Holiday,MIL,NA,NA,42000406,1,3:38,Holiday STEAL (2 STL),Paul Bad Pass Turnover (P1.T5),39.6333333333333,NA,NA,NA,2021-07-20
NA,Khris Middleton,MIL,Mikal Bridges,PHX,NA,NA,42000406,1,3:30,Middleton Bad Pass Turnover (P3.T7),Bridges STEAL (1 STL),39.5,NA,NA,NA,2021-07-20
NA,Devin Booker,PHX,NA,NA,NA,NA,42000406,1,3:22,NA,MISS Booker 4' Running Layup,39.3666666666667,NA,NA,NA,2021-07-20
NA,Bobby Portis,MIL,NA,NA,NA,NA,42000406,1,3:21,Portis REBOUND (Off:0 Def:1),NA,39.35,NA,NA,NA,2021-07-20
11 - 18,Bobby Portis,MIL,Jrue Holiday,MIL,NA,NA,42000406,1,3:10,Portis 28' 3PT Jump Shot (3 PTS) (Holiday 2 AST),NA,39.1666666666667,11,18,7,2021-07-20
NA,NA,NA,NA,NA,NA,NA,42000406,1,3:10,NA,Suns Timeout: Regular (Reg.1 Short 0),39.1666666666667,NA,NA,NA,2021-07-20
NA,P.J. Tucker,MIL,Giannis Antetokounmpo,MIL,NA,NA,42000406,1,3:10,SUB: Antetokounmpo FOR Tucker,NA,39.1666666666667,NA,NA,NA,2021-07-20
NA,Khris Middleton,MIL,Brook Lopez,MIL,NA,NA,42000406,1,3:10,SUB: Lopez FOR Middleton,NA,39.1666666666667,NA,NA,NA,2021-07-20
NA,Chris Paul,PHX,Cameron Payne,PHX,NA,NA,42000406,1,3:10,NA,SUB: Payne FOR Paul,39.1666666666667,NA,NA,NA,2021-07-20
NA,Frank Kaminsky,PHX,Deandre Ayton,PHX,NA,NA,42000406,1,3:10,NA,SUB: Ayton FOR Kaminsky,39.1666666666667,NA,NA,NA,2021-07-20
NA,Deandre Ayton,PHX,NA,NA,NA,NA,42000406,1,2:56,NA,MISS Ayton 3' Cutting Layup Shot,38.9333333333333,NA,NA,NA,2021-07-20
NA,Deandre Ayton,PHX,NA,NA,NA,NA,42000406,1,2:53,NA,Ayton REBOUND (Off:1 Def:0),38.8833333333333,NA,NA,NA,2021-07-20
NA,Devin Booker,PHX,NA,NA,NA,NA,42000406,1,2:50,NA,MISS Booker 27' 3PT Jump Shot,38.8333333333333,NA,NA,NA,2021-07-20
NA,Jrue Holiday,MIL,NA,NA,NA,NA,42000406,1,2:48,Holiday REBOUND (Off:0 Def:2),NA,38.8,NA,NA,NA,2021-07-20
NA,Jrue Holiday,MIL,NA,NA,NA,NA,42000406,1,2:45,MISS Holiday 3' Running Layup,NA,38.75,NA,NA,NA,2021-07-20
NA,Jrue Holiday,MIL,NA,NA,NA,NA,42000406,1,2:44,Holiday REBOUND (Off:1 Def:2),NA,38.7333333333333,NA,NA,NA,2021-07-20
NA,Jrue Holiday,MIL,NA,NA,NA,NA,42000406,1,2:44,MISS Holiday Tip Layup Shot,NA,38.7333333333333,NA,NA,NA,2021-07-20
NA,Giannis Antetokounmpo,MIL,NA,NA,NA,NA,42000406,1,2:43,Antetokounmpo REBOUND (Off:1 Def:4),NA,38.7166666666667,NA,NA,NA,2021-07-20
NA,Brook Lopez,MIL,NA,NA,NA,NA,42000406,1,2:38,MISS Lopez 27' 3PT Jump Shot,NA,38.6333333333333,NA,NA,NA,2021-07-20
NA,Cameron Johnson,PHX,NA,NA,NA,NA,42000406,1,2:37,NA,Johnson REBOUND (Off:0 Def:1),38.6166666666667,NA,NA,NA,2021-07-20
14 - 18,Cameron Payne,PHX,Mikal Bridges,PHX,NA,NA,42000406,1,2:26,NA,Payne 26' 3PT Jump Shot (3 PTS) (Bridges 1 AST),38.4333333333333,14,18,4,2021-07-20
14 - 21,Bobby Portis,MIL,Jrue Holiday,MIL,NA,NA,42000406,1,2:07,Portis 3PT Jump Shot (6 PTS) (Holiday 3 AST),NA,38.1166666666667,14,21,7,2021-07-20
NA,Mikal Bridges,PHX,NA,NA,NA,NA,42000406,1,1:56,NA,MISS Bridges 28' 3PT Jump Shot,37.9333333333333,NA,NA,NA,2021-07-20
NA,Brook Lopez,MIL,NA,NA,NA,NA,42000406,1,1:54,Lopez REBOUND (Off:0 Def:1),NA,37.9,NA,NA,NA,2021-07-20
14 - 23,Giannis Antetokounmpo,MIL,NA,NA,NA,NA,42000406,1,1:42,Antetokounmpo 2' Driving Finger Roll Layup (6 PTS),NA,37.7,14,23,9,2021-07-20
NA,Cameron Johnson,PHX,NA,NA,NA,NA,42000406,1,1:26,NA,MISS Johnson 24' 3PT Pullup Jump Shot,37.4333333333333,NA,NA,NA,2021-07-20
NA,Jrue Holiday,MIL,NA,NA,NA,NA,42000406,1,1:25,Holiday REBOUND (Off:1 Def:3),NA,37.4166666666667,NA,NA,NA,2021-07-20
14 - 25,Giannis Antetokounmpo,MIL,Jrue Holiday,MIL,NA,NA,42000406,1,1:13,Antetokounmpo 1' Driving Finger Roll Layup (8 PTS) (Holiday 4 AST),NA,37.2166666666667,14,25,11,2021-07-20
16 - 25,Cameron Payne,PHX,NA,NA,NA,NA,42000406,1,1:01,NA,Payne 15' Fadeaway Jumper (5 PTS),37.0166666666667,16,25,9,2021-07-20
NA,Deandre Ayton,PHX,Giannis Antetokounmpo,MIL,NA,NA,42000406,1,0:45,NA,Ayton S.FOUL (P1.T3) (S.Foster),36.75,NA,NA,NA,2021-07-20
16 - 26,Giannis Antetokounmpo,MIL,NA,NA,NA,NA,42000406,1,0:45,Antetokounmpo Free Throw 1 of 2 (9 PTS),NA,36.75,16,26,10,2021-07-20
16 - 27,Giannis Antetokounmpo,MIL,NA,NA,NA,NA,42000406,1,0:45,Antetokounmpo Free Throw 2 of 2 (10 PTS),NA,36.75,16,27,11,2021-07-20
NA,Deandre Ayton,PHX,NA,NA,NA,NA,42000406,1,0:31,NA,MISS Ayton 7' Hook Shot,36.5166666666667,NA,NA,NA,2021-07-20
NA,Brook Lopez,MIL,NA,NA,NA,NA,42000406,1,0:28,Lopez REBOUND (Off:0 Def:2),NA,36.4666666666667,NA,NA,NA,2021-07-20
NA,Giannis Antetokounmpo,MIL,NA,NA,NA,NA,42000406,1,0:13,MISS Antetokounmpo 3' Driving Layup,NA,36.2166666666667,NA,NA,NA,2021-07-20
NA,Brook Lopez,MIL,NA,NA,NA,NA,42000406,1,0:13,Lopez REBOUND (Off:1 Def:2),NA,36.2166666666667,NA,NA,NA,2021-07-20
16 - 29,Brook Lopez,MIL,NA,NA,NA,NA,42000406,1,0:12,Lopez Tip Layup Shot (4 PTS),NA,36.2,16,29,13,2021-07-20
NA,Cameron Johnson,PHX,NA,NA,NA,NA,42000406,1,0:02,NA,MISS Johnson 3PT Jump Shot,36.0333333333333,NA,NA,NA,2021-07-20
NA,Giannis Antetokounmpo,MIL,NA,NA,NA,NA,42000406,1,0:01,Antetokounmpo REBOUND (Off:1 Def:5),NA,36.0166666666667,NA,NA,NA,2021-07-20
16 - 29,NA,NA,NA,NA,NA,NA,42000406,1,0:00,NA,NA,36,16,29,13,2021-07-20
16 - 29,NA,NA,NA,NA,NA,NA,42000406,2,12:00,NA,NA,36,16,29,13,2021-07-20
NA,Pat Connaughton,MIL,NA,NA,NA,NA,42000406,2,11:43,MISS Connaughton 24' 3PT Jump Shot,NA,35.7166666666667,NA,NA,NA,2021-07-20
NA,Cameron Payne,PHX,NA,NA,NA,NA,42000406,2,11:41,NA,Payne REBOUND (Off:0 Def:1),35.6833333333333,NA,NA,NA,2021-07-20
NA,Cameron Payne,PHX,NA,NA,NA,NA,42000406,2,11:28,NA,MISS Payne 8' Driving Floating Bank Jump Shot,35.4666666666667,NA,NA,NA,2021-07-20
NA,Pat Connaughton,MIL,NA,NA,NA,NA,42000406,2,11:27,Connaughton REBOUND (Off:0 Def:1),NA,35.45,NA,NA,NA,2021-07-20
NA,Khris Middleton,MIL,NA,NA,NA,NA,42000406,2,11:11,MISS Middleton 11' Fadeaway Jumper,NA,35.1833333333333,NA,NA,NA,2021-07-20
NA,Cameron Johnson,PHX,NA,NA,NA,NA,42000406,2,11:10,NA,Johnson REBOUND (Off:0 Def:2),35.1666666666667,NA,NA,NA,2021-07-20
18 - 29,Cameron Payne,PHX,NA,NA,NA,NA,42000406,2,10:54,NA,Payne 2' Driving Finger Roll Layup (7 PTS),34.9,18,29,11,2021-07-20
NA,Giannis Antetokounmpo,MIL,NA,NA,NA,NA,42000406,2,10:40,MISS Antetokounmpo 17' Step Back Jump Shot,NA,34.6666666666667,NA,NA,NA,2021-07-20
NA,Cameron Johnson,PHX,NA,NA,NA,NA,42000406,2,10:39,NA,Johnson REBOUND (Off:0 Def:3),34.65,NA,NA,NA,2021-07-20
NA,Khris Middleton,MIL,Devin Booker,PHX,NA,NA,42000406,2,10:32,Middleton P.FOUL (P2.T1) (S.Foster),NA,34.5333333333333,NA,NA,NA,2021-07-20
NA,Devin Booker,PHX,Chris Paul,PHX,NA,NA,42000406,2,10:32,NA,SUB: Paul FOR Booker,34.5333333333333,NA,NA,NA,2021-07-20
21 - 29,Cameron Payne,PHX,NA,NA,NA,NA,42000406,2,10:25,NA,Payne 27' 3PT Pullup Jump Shot (10 PTS),34.4166666666667,21,29,8,2021-07-20
NA,Giannis Antetokounmpo,MIL,NA,NA,NA,NA,42000406,2,10:17,Antetokounmpo Traveling Turnover (P2.T8),NA,34.2833333333333,NA,NA,NA,2021-07-20
NA,Jeff Teague,MIL,Jrue Holiday,MIL,NA,NA,42000406,2,10:17,SUB: Holiday FOR Teague,NA,34.2833333333333,NA,NA,NA,2021-07-20
NA,Cameron Payne,PHX,Khris Middleton,MIL,NA,NA,42000406,2,10:08,Middleton STEAL (3 STL),Payne Bad Pass Turnover (P1.T6),34.1333333333333,NA,NA,NA,2021-07-20
NA,Jrue Holiday,MIL,NA,NA,NA,NA,42000406,2,9:51,MISS Holiday 27' 3PT Jump Shot,NA,33.85,NA,NA,NA,2021-07-20
NA,Jae Crowder,PHX,NA,NA,NA,NA,42000406,2,9:50,NA,Crowder REBOUND (Off:0 Def:4),33.8333333333333,NA,NA,NA,2021-07-20
NA,Deandre Ayton,PHX,NA,NA,Giannis Antetokounmpo,MIL,42000406,2,9:37,Antetokounmpo BLOCK (2 BLK),MISS Ayton 7' Hook Shot,33.6166666666667,NA,NA,NA,2021-07-20
NA,Brook Lopez,MIL,NA,NA,NA,NA,42000406,2,9:36,Lopez REBOUND (Off:1 Def:3),NA,33.6,NA,NA,NA,2021-07-20
NA,Pat Connaughton,MIL,NA,NA,NA,NA,42000406,2,9:23,MISS Connaughton 30' 3PT Jump Shot,NA,33.3833333333333,NA,NA,NA,2021-07-20
NA,Jae Crowder,PHX,NA,NA,NA,NA,42000406,2,9:22,NA,Crowder REBOUND (Off:0 Def:5),33.3666666666667,NA,NA,NA,2021-07-20
24 - 29,Cameron Johnson,PHX,Chris Paul,PHX,NA,NA,42000406,2,9:12,NA,Johnson 29' 3PT Jump Shot (3 PTS) (Paul 3 AST),33.2,24,29,5,2021-07-20
NA,Jrue Holiday,MIL,NA,NA,Deandre Ayton,PHX,42000406,2,8:55,MISS Holiday 4' Driving Reverse Layup,Ayton BLOCK (1 BLK),32.9166666666667,NA,NA,NA,2021-07-20
NA,Deandre Ayton,PHX,NA,NA,NA,NA,42000406,2,8:53,NA,Ayton REBOUND (Off:1 Def:1),32.8833333333333,NA,NA,NA,2021-07-20
NA,Brook Lopez,MIL,Jae Crowder,PHX,NA,NA,42000406,2,8:47,Lopez S.FOUL (P1.T2) (T.Brothers),NA,32.7833333333333,NA,NA,NA,2021-07-20
NA,NA,NA,NA,NA,NA,NA,42000406,2,8:47,BUCKS Timeout: Regular (Full 2 Short 0),NA,32.7833333333333,NA,NA,NA,2021-07-20
NA,Brook Lopez,MIL,Bobby Portis,MIL,NA,NA,42000406,2,8:47,SUB: Portis FOR Lopez,NA,32.7833333333333,NA,NA,NA,2021-07-20
NA,Pat Connaughton,MIL,P.J. Tucker,MIL,NA,NA,42000406,2,8:47,SUB: Tucker FOR Connaughton,NA,32.7833333333333,NA,NA,NA,2021-07-20
NA,Cameron Payne,PHX,Devin Booker,PHX,NA,NA,42000406,2,8:47,NA,SUB: Booker FOR Payne,32.7833333333333,NA,NA,NA,2021-07-20
25 - 29,Jae Crowder,PHX,NA,NA,NA,NA,42000406,2,8:47,NA,Crowder Free Throw 1 of 2 (3 PTS),32.7833333333333,25,29,4,2021-07-20
26 - 29,Jae Crowder,PHX,NA,NA,NA,NA,42000406,2,8:47,NA,Crowder Free Throw 2 of 2 (4 PTS),32.7833333333333,26,29,3,2021-07-20
