player,team,location,opponent,outcome,mp,fgm,fga,fgpercent,threepfgmade,threepattempted,threepointpercent,ft,fta,ftpercent,oreb,dreb,trb,ast,stl,blk,tov,pf,pts,plusminus,gmsc,date,type,season,game_ts_percent,season_ts_percent,season_avg_ppg,games_played,salary
Gary Trent,TOR,H,CHI,L,36:08,7,15,0.467,4,9,0.444,0,0,,1,4,5,1,0,0,0,4,18,1,11.3,2021-10-25T00:00:00Z,Regular Season,2022,0.6,0.505,14,4,16000000
Gary Trent,TOR,H,DAL,L,35:40,3,14,0.214,2,6,0.333,4,4,1.000,1,3,4,0,1,1,1,1,12,-2,5.3,2021-10-23T00:00:00Z,Regular Season,2022,0.381,0.505,14,4,16000000
Gary Trent,TOR,A,BOS,W,31:33,7,13,0.538,2,6,0.333,4,4,1.000,0,3,3,1,4,0,0,3,20,21,18.1,2021-10-22T00:00:00Z,Regular Season,2022,0.678,0.505,14,4,16000000
Gary Trent,TOR,H,WAS,L,26:27,2,9,0.222,1,3,0.333,1,2,.500,1,1,2,1,3,0,2,1,6,3,2.4,2021-10-20T00:00:00Z,Regular Season,2022,0.304,0.505,14,4,16000000
Gabe Vincent,MIA,H,ORL,W,1:38,0,0,NA,0,0,NA,0,0,,0,0,0,1,0,0,0,0,0,-1,0.7,2021-10-25T00:00:00Z,Regular Season,2022,NA,0.75,3,3,1669178
Gabe Vincent,MIA,A,IND,L,24:33,1,3,0.333,0,2,0,0,0,,2,1,3,3,0,0,3,3,2,-2,-0.1,2021-10-23T00:00:00Z,Regular Season,2022,0.333,0.75,3,3,1669178
Gabe Vincent,MIA,H,MIL,W,12:27,3,3,1,1,1,1,0,0,,0,2,2,2,0,0,1,3,7,6,5.9,2021-10-21T00:00:00Z,Regular Season,2022,1.167,0.75,3,3,1669178
Al Horford,BOS,A,HOU,W,29:36,4,12,0.333,1,6,0.167,8,9,.889,2,8,10,1,3,3,1,3,17,18,17.2,2021-10-24T00:00:00Z,Regular Season,2022,0.533,0.493,14,2,27000000
Al Horford,BOS,H,TOR,L,24:33,5,12,0.417,0,3,0,1,1,1.000,1,10,11,2,0,4,1,1,11,-7,11.1,2021-10-22T00:00:00Z,Regular Season,2022,0.442,0.493,14,2,27000000
Domantas Sabonis,IND,H,MIL,L,37:27,8,13,0.615,0,2,0,5,6,.833,2,11,13,5,1,0,3,3,21,1,19.7,2021-10-25T00:00:00Z,Regular Season,2022,0.671,0.699,24.8,4,18562500
Domantas Sabonis,IND,H,MIA,W,42:34,8,17,0.471,0,3,0,1,2,.500,4,8,12,4,4,0,3,3,17,18,15.7,2021-10-23T00:00:00Z,Regular Season,2022,0.475,0.699,24.8,4,18562500
Domantas Sabonis,IND,A,WAS,L,42:50,10,13,0.769,2,4,0.5,6,8,.750,1,8,9,7,0,1,3,3,28,6,26.6,2021-10-22T00:00:00Z,Regular Season,2022,0.847,0.699,24.8,4,18562500
Domantas Sabonis,IND,A,CHA,L,39:19,13,19,0.684,4,6,0.667,3,4,.750,3,12,15,2,0,0,6,4,33,-1,24,2021-10-20T00:00:00Z,Regular Season,2022,0.795,0.699,24.8,4,18562500
Derrick White,SAS,H,MIL,L,31:15,6,12,0.5,1,5,0.2,1,1,1.000,0,2,2,8,4,1,2,4,14,-4,15.3,2021-10-23T00:00:00Z,Regular Season,2022,0.563,0.582,15.3,3,15178571
Derrick White,SAS,A,DEN,L,36:44,5,13,0.385,2,7,0.286,4,4,1.000,0,2,2,8,2,2,2,1,16,1,16.1,2021-10-22T00:00:00Z,Regular Season,2022,0.542,0.582,15.3,3,15178571
Derrick White,SAS,H,ORL,W,29:58,6,11,0.545,3,4,0.75,1,3,.333,0,4,4,4,1,0,0,2,16,9,14.1,2021-10-20T00:00:00Z,Regular Season,2022,0.649,0.582,15.3,3,15178571
P.J. Washington,CHA,A,BKN,W,25:48,2,7,0.286,1,5,0.2,0,0,,0,6,6,1,2,0,2,2,5,15,2.6,2021-10-24T00:00:00Z,Regular Season,2022,0.357,0.379,6,3,4215120
P.J. Washington,CHA,A,CLE,W,24:18,3,8,0.375,0,2,0,2,2,1.000,2,3,5,3,0,0,1,1,8,11,6.6,2021-10-22T00:00:00Z,Regular Season,2022,0.45,0.379,6,3,4215120
P.J. Washington,CHA,H,IND,W,19:27,1,7,0.143,1,3,0.333,2,2,1.000,3,2,5,3,0,1,0,1,5,-10,5.6,2021-10-20T00:00:00Z,Regular Season,2022,0.317,0.379,6,3,4215120
Juan Hernangomez,BOS,A,CHA,W,4:21,1,1,1,0,0,NA,0,0,,0,1,1,0,1,0,0,0,2,-3,3,2021-10-25T00:00:00Z,Regular Season,2022,1,0.615,3,2,7012440
Juan Hernangomez,BOS,H,TOR,L,3:59,1,3,0.333,1,1,1,1,2,.500,2,1,3,0,0,0,3,1,4,-12,0.2,2021-10-22T00:00:00Z,Regular Season,2022,0.515,0.615,3,2,7012440
Jarred Vanderbilt,MIN,H,NOP,L,8:48,0,0,NA,0,0,NA,0,0,,0,0,0,0,0,0,1,1,0,-16,-1.4,2021-10-25T00:00:00Z,Regular Season,2022,NA,0.773,2,3,4259259
Jarred Vanderbilt,MIN,H,NOP,W,12:34,2,3,0.667,0,0,NA,0,0,,2,6,8,1,3,0,1,1,4,-7,8.2,2021-10-23T00:00:00Z,Regular Season,2022,0.667,0.773,2,3,4259259
Jarred Vanderbilt,MIN,H,HOU,W,15:07,0,0,NA,0,0,NA,2,2,1.000,0,3,3,1,2,0,0,3,2,4,4.4,2021-10-20T00:00:00Z,Regular Season,2022,1.136,0.773,2,3,4259259
Jimmy Butler,MIA,H,ORL,W,32:55,15,21,0.714,0,0,NA,6,6,1.000,0,3,3,2,5,0,1,2,36,8,32.8,2021-10-25T00:00:00Z,Regular Season,2022,0.761,0.606,25.3,3,36016200
Jimmy Butler,MIA,A,IND,L,40:17,7,22,0.318,1,3,0.333,4,5,.800,3,3,6,6,3,0,4,4,19,-5,10.6,2021-10-23T00:00:00Z,Regular Season,2022,0.393,0.606,25.3,3,36016200
Jimmy Butler,MIA,H,MIL,W,29:02,6,10,0.6,0,0,NA,9,11,.818,1,3,4,6,1,0,1,3,21,27,20.2,2021-10-21T00:00:00Z,Regular Season,2022,0.708,0.606,25.3,3,36016200
Dennis Schroder,BOS,A,CHA,W,36:08,6,14,0.429,4,9,0.444,7,8,.875,0,6,6,8,0,1,1,3,23,12,21.1,2021-10-25T00:00:00Z,Regular Season,2022,0.656,0.518,14.3,4,5890000
Dennis Schroder,BOS,A,HOU,W,33:23,7,14,0.5,1,4,0.25,3,4,.750,1,4,5,5,1,0,4,4,18,15,11.4,2021-10-24T00:00:00Z,Regular Season,2022,0.571,0.518,14.3,4,5890000
Dennis Schroder,BOS,H,TOR,L,22:43,1,4,0.25,0,2,0,2,2,1.000,0,4,4,4,1,0,4,2,4,-5,1.8,2021-10-22T00:00:00Z,Regular Season,2022,0.41,0.518,14.3,4,5890000
Dennis Schroder,BOS,A,NYK,L,32:00,5,16,0.313,1,4,0.25,1,2,.500,2,1,3,8,2,0,2,3,12,-16,8.5,2021-10-20T00:00:00Z,Regular Season,2022,0.355,0.518,14.3,4,5890000
Keita Bates-Diop,SAS,H,MIL,L,0:48,0,1,0,0,1,0,0,0,,0,1,1,0,0,0,0,0,0,2,-0.4,2021-10-23T00:00:00Z,Regular Season,2022,0,0.875,3.5,2,1729217
Keita Bates-Diop,SAS,H,ORL,W,11:20,3,3,1,1,1,1,0,0,,0,1,1,0,0,0,1,2,7,19,4.6,2021-10-20T00:00:00Z,Regular Season,2022,1.167,0.875,3.5,2,1729217
Ayo Dosunmu,CHI,H,DET,W,11:24,1,3,0.333,0,0,NA,0,0,,0,1,1,3,1,1,0,0,2,-1,4.4,2021-10-23T00:00:00Z,Regular Season,2022,0.333,0.375,3,3,925258
Ayo Dosunmu,CHI,H,NOP,W,2:26,0,1,0,0,0,NA,0,0,,0,1,1,1,0,0,0,0,0,-4,0.3,2021-10-22T00:00:00Z,Regular Season,2022,0,0.375,3,3,925258
Ayo Dosunmu,CHI,A,DET,W,11:12,3,8,0.375,1,3,0.333,0,0,,0,2,2,0,0,1,1,1,7,7,2.5,2021-10-20T00:00:00Z,Regular Season,2022,0.438,0.375,3,3,925258
Caleb Martin,MIA,H,MIL,W,8:15,1,1,1,1,1,1,2,4,.500,0,1,1,0,2,0,0,1,5,4,5.8,2021-10-21T00:00:00Z,Regular Season,2022,0.906,0.906,5,1,NA
Davion Mitchell,SAC,H,GSW,L,32:02,9,16,0.563,3,8,0.375,1,2,.500,0,1,1,4,0,0,2,0,22,-14,15.1,2021-10-24T00:00:00Z,Regular Season,2022,0.652,0.425,9,3,4603320
Davion Mitchell,SAC,H,UTA,L,31:34,1,8,0.125,0,4,0,1,2,.500,0,1,1,4,4,0,0,2,3,-11,3.7,2021-10-22T00:00:00Z,Regular Season,2022,0.169,0.425,9,3,4603320
Davion Mitchell,SAC,A,POR,W,24:26,1,6,0.167,0,2,0,0,0,,0,3,3,3,0,0,0,3,2,-10,0,2021-10-20T00:00:00Z,Regular Season,2022,0.167,0.425,9,3,4603320
Jusuf Nurkic,POR,A,LAC,L,23:27,2,6,0.333,0,0,NA,0,0,,2,8,10,1,0,0,6,3,4,-21,-2.1,2021-10-25T00:00:00Z,Regular Season,2022,0.333,0.612,11,3,12000000
Jusuf Nurkic,POR,H,PHX,W,25:16,4,7,0.571,0,2,0,1,2,.500,1,11,12,3,2,0,2,1,9,30,11,2021-10-23T00:00:00Z,Regular Season,2022,0.571,0.612,11,3,12000000
Jusuf Nurkic,POR,H,SAC,L,28:45,6,10,0.6,1,1,1,7,7,1.000,3,11,14,2,0,1,1,4,20,-2,20.3,2021-10-20T00:00:00Z,Regular Season,2022,0.765,0.612,11,3,12000000
Davis Bertans,WAS,A,BKN,L,20:48,0,2,0,0,2,0,0,0,,1,2,3,0,0,0,1,2,0,-7,-1.9,2021-10-25T00:00:00Z,Regular Season,2022,0,0.44,5.7,3,16000000
Davis Bertans,WAS,H,IND,W,23:01,5,13,0.385,4,9,0.444,3,3,1.000,0,2,2,1,1,0,0,1,17,11,11.8,2021-10-22T00:00:00Z,Regular Season,2022,0.594,0.44,5.7,3,16000000
Davis Bertans,WAS,A,TOR,W,13:21,0,3,0,0,3,0,0,0,,0,0,0,2,0,0,0,3,0,-7,-1.9,2021-10-20T00:00:00Z,Regular Season,2022,0,0.44,5.7,3,16000000
Trey Murphy,NOP,A,MIN,W,19:37,2,4,0.5,2,4,0.5,0,0,,1,2,3,0,1,0,0,1,6,9,5.9,2021-10-25T00:00:00Z,Regular Season,2022,0.75,0.536,5.8,4,3053760
Trey Murphy,NOP,A,MIN,L,21:58,2,5,0.4,2,5,0.4,0,0,,0,5,5,0,1,0,0,3,6,4,4.6,2021-10-23T00:00:00Z,Regular Season,2022,0.6,0.536,5.8,4,3053760
Trey Murphy,NOP,A,CHI,L,24:34,2,5,0.4,1,3,0.333,0,1,.000,0,2,2,1,0,0,2,2,5,-28,0.4,2021-10-22T00:00:00Z,Regular Season,2022,0.46,0.536,5.8,4,3053760
Trey Murphy,NOP,H,PHI,L,18:09,2,7,0.286,2,5,0.4,0,0,,0,0,0,2,0,0,0,1,6,-4,2.9,2021-10-20T00:00:00Z,Regular Season,2022,0.429,0.536,5.8,4,3053760
Austin Reaves,LAL,H,MEM,W,17:50,2,3,0.667,0,1,0,0,0,,0,0,0,3,0,0,0,1,4,18,4.4,2021-10-24T00:00:00Z,Regular Season,2022,0.667,0.857,6,2,925258
Austin Reaves,LAL,H,PHX,L,12:00,3,4,0.75,2,3,0.667,0,0,,0,0,0,0,0,0,0,1,8,17,6,2021-10-22T00:00:00Z,Regular Season,2022,1,0.857,6,2,925258
Ish Smith,CHA,H,BOS,L,23:15,4,10,0.4,0,0,NA,2,2,1.000,0,2,2,4,1,0,1,2,10,-4,7.2,2021-10-25T00:00:00Z,Regular Season,2022,0.46,0.44,10.3,4,4500000
Ish Smith,CHA,A,BKN,W,21:10,7,15,0.467,1,1,1,0,0,,0,4,4,4,1,1,1,0,15,3,12,2021-10-24T00:00:00Z,Regular Season,2022,0.5,0.44,10.3,4,4500000
Ish Smith,CHA,A,CLE,W,17:57,1,5,0.2,0,0,NA,0,2,.000,1,1,2,8,0,0,0,0,2,13,4.7,2021-10-22T00:00:00Z,Regular Season,2022,0.17,0.44,10.3,4,4500000
Ish Smith,CHA,H,IND,W,21:27,7,14,0.5,0,0,NA,0,2,.000,0,0,0,5,1,1,0,1,14,-1,11,2021-10-20T00:00:00Z,Regular Season,2022,0.47,0.44,10.3,4,4500000
D.J. Augustin,HOU,H,BOS,L,10:16,1,1,1,1,1,1,0,0,,0,0,0,1,0,0,1,1,3,-2,2,2021-10-24T00:00:00Z,Regular Season,2022,1.5,0.5,2.7,3,7000000
D.J. Augustin,HOU,H,OKC,W,9:15,1,3,0.333,1,2,0.5,0,0,,0,0,0,3,0,0,0,1,3,4,3,2021-10-22T00:00:00Z,Regular Season,2022,0.5,0.5,2.7,3,7000000
D.J. Augustin,HOU,A,MIN,L,16:40,1,4,0.25,0,2,0,0,0,,0,0,0,2,1,0,3,1,2,-19,-1.4,2021-10-20T00:00:00Z,Regular Season,2022,0.25,0.5,2.7,3,7000000
Jalen McDaniels,CHA,H,BOS,L,22:00,4,6,0.667,2,3,0.667,3,4,.750,1,2,3,2,0,0,0,2,13,6,11.9,2021-10-25T00:00:00Z,Regular Season,2022,0.838,0.831,5.3,4,1782621
Jalen McDaniels,CHA,A,BKN,W,11:44,3,3,1,1,1,1,0,0,,2,1,3,0,0,0,1,1,7,0,6.4,2021-10-24T00:00:00Z,Regular Season,2022,1.167,0.831,5.3,4,1782621
Jalen McDaniels,CHA,A,CLE,W,1:10,0,0,NA,0,0,NA,0,0,,0,0,0,0,0,0,0,0,0,-5,0,2021-10-22T00:00:00Z,Regular Season,2022,NA,0.831,5.3,4,1782621
Jalen McDaniels,CHA,H,IND,W,10:54,0,1,0,0,1,0,1,2,.500,0,0,0,1,1,0,0,1,1,-10,1.2,2021-10-20T00:00:00Z,Regular Season,2022,0.266,0.831,5.3,4,1782621
Devin Booker,PHX,A,POR,L,28:11,9,19,0.474,2,5,0.4,1,2,.500,1,3,4,4,2,0,0,1,21,-15,16.9,2021-10-23T00:00:00Z,Regular Season,2022,0.528,0.487,18.3,3,31610000
Devin Booker,PHX,A,LAL,W,33:34,9,19,0.474,2,6,0.333,2,2,1.000,1,4,5,4,0,0,4,3,22,8,11.8,2021-10-22T00:00:00Z,Regular Season,2022,0.553,0.487,18.3,3,31610000
Devin Booker,PHX,H,DEN,L,29:57,3,15,0.2,2,7,0.286,4,4,1.000,1,3,4,4,1,0,3,3,12,-24,3.9,2021-10-20T00:00:00Z,Regular Season,2022,0.358,0.487,18.3,3,31610000
Tyus Jones,MEM,A,LAL,L,10:15,3,3,1,0,0,NA,0,0,,0,1,1,0,0,0,0,0,6,-12,5.4,2021-10-24T00:00:00Z,Regular Season,2022,1,0.577,5,3,7522200
Tyus Jones,MEM,A,LAC,W,13:27,0,3,0,0,1,0,0,0,,0,3,3,3,0,0,0,2,0,-6,0.1,2021-10-23T00:00:00Z,Regular Season,2022,0,0.577,5,3,7522200
Tyus Jones,MEM,H,CLE,W,14:24,4,7,0.571,1,2,0.5,0,0,,0,2,2,5,1,0,0,0,9,17,10.8,2021-10-20T00:00:00Z,Regular Season,2022,0.643,0.577,5,3,7522200
Tony Bradley,CHI,H,NOP,W,2:26,1,1,1,0,0,NA,0,0,,0,1,1,0,0,1,1,2,2,-4,0.9,2021-10-22T00:00:00Z,Regular Season,2022,1,1,2,1,1789256
Jae'Sean Tate,HOU,H,BOS,L,35:18,4,8,0.5,0,2,0,4,4,1.000,2,6,8,4,2,0,1,3,12,1,13.8,2021-10-24T00:00:00Z,Regular Season,2022,0.615,0.635,10,3,1517981
Jae'Sean Tate,HOU,H,OKC,W,28:07,6,9,0.667,2,2,1,2,2,1.000,2,12,14,6,1,0,2,2,16,28,19.5,2021-10-22T00:00:00Z,Regular Season,2022,0.81,0.635,10,3,1517981
Jae'Sean Tate,HOU,A,MIN,L,21:10,1,4,0.25,0,0,NA,0,0,,1,2,3,2,0,0,2,4,2,-16,-1.3,2021-10-20T00:00:00Z,Regular Season,2022,0.25,0.635,10,3,1517981
Karl-Anthony Towns,MIN,H,NOP,L,39:36,10,24,0.417,4,10,0.4,8,8,1.000,6,8,14,7,2,2,3,3,32,8,29.9,2021-10-25T00:00:00Z,Regular Season,2022,0.581,0.663,29,3,31610000
Karl-Anthony Towns,MIN,H,NOP,W,28:37,10,20,0.5,3,6,0.5,2,2,1.000,1,3,4,2,0,3,5,6,25,5,12.7,2021-10-23T00:00:00Z,Regular Season,2022,0.599,0.663,29,3,31610000
Karl-Anthony Towns,MIN,H,HOU,W,29:23,11,15,0.733,3,4,0.75,5,5,1.000,5,5,10,2,2,2,3,3,30,34,29.5,2021-10-20T00:00:00Z,Regular Season,2022,0.872,0.663,29,3,31610000
Maxi Kleber,DAL,A,TOR,W,20:10,1,4,0.25,1,3,0.333,2,2,1.000,0,5,5,0,1,0,1,1,5,8,3.7,2021-10-23T00:00:00Z,Regular Season,2022,0.512,0.45,4,2,8750000
Maxi Kleber,DAL,A,ATL,L,17:01,1,4,0.25,1,4,0.25,0,0,,1,2,3,0,1,0,1,2,3,-13,1.1,2021-10-21T00:00:00Z,Regular Season,2022,0.375,0.45,4,2,8750000
Denzel Valentine,CLE,A,DEN,W,1:38,0,0,NA,0,0,NA,0,0,,0,0,0,0,0,0,0,0,0,-4,0,2021-10-25T00:00:00Z,Regular Season,2022,NA,NA,0,2,1789256
Denzel Valentine,CLE,H,CHA,L,1:52,0,0,NA,0,0,NA,0,0,,0,0,0,0,1,0,0,0,0,3,1,2021-10-22T00:00:00Z,Regular Season,2022,NA,NA,0,2,1789256
P.J. Tucker,MIA,H,ORL,W,21:12,0,4,0,0,2,0,0,0,,0,1,1,0,0,0,0,1,0,7,-2.9,2021-10-25T00:00:00Z,Regular Season,2022,0,0.364,2.7,3,7000000
P.J. Tucker,MIA,A,IND,L,35:40,0,3,0,0,3,0,0,0,,0,7,7,2,0,0,1,3,0,-7,-0.8,2021-10-23T00:00:00Z,Regular Season,2022,0,0.364,2.7,3,7000000
P.J. Tucker,MIA,H,MIL,W,21:58,3,4,0.75,2,3,0.667,0,0,,1,5,6,2,1,0,0,3,8,31,9.8,2021-10-21T00:00:00Z,Regular Season,2022,1,0.364,2.7,3,7000000
Thaddeus Young,SAS,A,DEN,L,9:08,1,3,0.333,0,0,NA,0,0,,0,0,0,0,0,0,2,0,2,-10,-1.7,2021-10-22T00:00:00Z,Regular Season,2022,0.333,0.333,2,1,14190000
Frank Kaminsky,PHX,A,POR,L,9:44,1,4,0.25,0,2,0,0,0,,2,3,5,0,0,0,1,0,2,4,0.9,2021-10-23T00:00:00Z,Regular Season,2022,0.25,0.25,2,1,2089448
Matt Thomas,CHI,H,NOP,W,2:26,0,1,0,0,0,NA,0,0,,0,0,0,0,0,0,0,0,0,-4,-0.7,2021-10-22T00:00:00Z,Regular Season,2022,0,0,0,1,1669178
Christian Wood,HOU,H,BOS,L,35:31,5,14,0.357,2,4,0.5,8,10,.800,1,8,9,1,1,0,0,1,20,-9,15.8,2021-10-24T00:00:00Z,Regular Season,2022,0.543,0.606,21.7,3,13666667
Christian Wood,HOU,H,OKC,W,33:25,12,18,0.667,4,6,0.667,1,1,1.000,5,9,14,1,1,3,1,2,29,26,29.4,2021-10-22T00:00:00Z,Regular Season,2022,0.786,0.606,21.7,3,13666667
Christian Wood,HOU,A,MIN,L,32:02,6,15,0.4,2,6,0.333,2,4,.500,2,7,9,3,0,1,1,3,16,-24,11.2,2021-10-20T00:00:00Z,Regular Season,2022,0.477,0.606,21.7,3,13666667
Garrett Temple,NOP,A,MIN,W,16:03,2,5,0.4,1,3,0.333,2,3,.667,1,4,5,1,0,1,1,0,7,1,6.2,2021-10-25T00:00:00Z,Regular Season,2022,0.554,0.528,3.3,4,4910000
Garrett Temple,NOP,A,MIN,L,15:02,1,1,1,1,1,1,0,0,,2,3,5,0,0,2,1,1,3,-20,5,2021-10-23T00:00:00Z,Regular Season,2022,1.5,0.528,3.3,4,4910000
Garrett Temple,NOP,A,CHI,L,10:18,1,4,0.25,1,2,0.5,0,0,,1,0,1,0,1,0,0,2,3,-23,1.5,2021-10-22T00:00:00Z,Regular Season,2022,0.375,0.528,3.3,4,4910000
Garrett Temple,NOP,H,PHI,L,15:06,0,1,0,0,1,0,0,0,,0,1,1,1,0,0,0,1,0,-17,-0.1,2021-10-20T00:00:00Z,Regular Season,2022,0,0.528,3.3,4,4910000
Jae Crowder,PHX,A,POR,L,23:43,2,7,0.286,1,4,0.25,2,2,1.000,1,3,4,1,1,0,3,1,7,-18,2.8,2021-10-23T00:00:00Z,Regular Season,2022,0.444,0.439,7.3,3,9720900
Jae Crowder,PHX,A,LAL,W,34:52,5,10,0.5,1,6,0.167,2,3,.667,1,5,6,0,0,0,0,4,13,1,8.2,2021-10-22T00:00:00Z,Regular Season,2022,0.574,0.439,7.3,3,9720900
Jae Crowder,PHX,H,DEN,L,24:06,0,5,0,0,5,0,2,2,1.000,0,8,8,2,1,0,1,1,2,-7,1.9,2021-10-20T00:00:00Z,Regular Season,2022,0.17,0.439,7.3,3,9720900
Kenyon Martin,HOU,H,OKC,W,5:49,0,0,NA,0,0,NA,0,0,,0,0,0,1,0,0,0,1,0,4,0.3,2021-10-22T00:00:00Z,Regular Season,2022,NA,0.717,3.5,2,1517981
Kenyon Martin,HOU,A,MIN,L,9:09,3,4,0.75,0,0,NA,1,2,.500,1,1,2,1,1,0,0,0,7,13,7.7,2021-10-20T00:00:00Z,Regular Season,2022,0.717,0.717,3.5,2,1517981
Kentavious Caldwell-Pope,WAS,A,BKN,L,24:40,5,11,0.455,1,4,0.25,0,0,,0,3,3,0,1,0,0,1,11,-5,6.8,2021-10-25T00:00:00Z,Regular Season,2022,0.5,0.512,7.7,3,13038862
Kentavious Caldwell-Pope,WAS,H,IND,W,34:58,2,4,0.5,2,4,0.5,1,1,1.000,0,2,2,2,0,0,1,5,7,1,4,2021-10-22T00:00:00Z,Regular Season,2022,0.788,0.512,7.7,3,13038862
Kentavious Caldwell-Pope,WAS,A,TOR,W,27:08,2,7,0.286,1,5,0.2,0,0,,0,2,2,1,1,0,1,0,5,2,2.2,2021-10-20T00:00:00Z,Regular Season,2022,0.357,0.512,7.7,3,13038862
Rajon Rondo,LAL,H,PHX,L,13:53,2,5,0.4,2,3,0.667,0,0,,1,3,4,3,0,0,3,2,6,1,3.2,2021-10-22T00:00:00Z,Regular Season,2022,0.6,0.5,4.5,2,2641691
Rajon Rondo,LAL,H,GSW,L,19:49,1,4,0.25,1,3,0.333,0,0,,0,0,0,5,2,0,3,2,3,1,2.3,2021-10-19T00:00:00Z,Regular Season,2022,0.375,0.5,4.5,2,2641691
Hassan Whiteside,UTA,A,SAC,W,15:47,3,4,0.75,0,0,NA,2,2,1.000,3,6,9,1,0,1,0,2,8,18,10.9,2021-10-22T00:00:00Z,Regular Season,2022,0.82,0.717,7,2,2401537
Hassan Whiteside,UTA,H,OKC,W,18:31,2,4,0.5,0,0,NA,2,2,1.000,2,8,10,0,1,2,1,5,6,1,7.2,2021-10-20T00:00:00Z,Regular Season,2022,0.615,0.717,7,2,2401537
Kyle Kuzma,WAS,A,BKN,L,26:56,3,11,0.273,0,5,0,0,0,,2,11,13,2,0,0,2,2,6,-12,2.8,2021-10-25T00:00:00Z,Regular Season,2022,0.273,0.503,14.3,3,13000000
Kyle Kuzma,WAS,H,IND,W,38:33,10,17,0.588,5,8,0.625,1,2,.500,2,9,11,2,1,0,2,0,26,-12,22.2,2021-10-22T00:00:00Z,Regular Season,2022,0.727,0.503,14.3,3,13000000
Kyle Kuzma,WAS,A,TOR,W,34:38,4,13,0.308,2,9,0.222,1,2,.500,0,15,15,3,1,1,5,2,11,22,5.6,2021-10-20T00:00:00Z,Regular Season,2022,0.396,0.503,14.3,3,13000000
Willie Cauley-Stein,DAL,A,TOR,W,3:29,0,0,NA,0,0,NA,0,0,,0,1,1,0,0,0,0,0,0,2,0.3,2021-10-23T00:00:00Z,Regular Season,2022,NA,0.25,1,2,4200000
Willie Cauley-Stein,DAL,A,ATL,L,12:37,1,4,0.25,0,0,NA,0,0,,1,5,6,0,0,0,0,0,2,5,1.8,2021-10-21T00:00:00Z,Regular Season,2022,0.25,0.25,1,2,4200000
Kent Bazemore,LAL,H,MEM,W,28:22,3,3,1,2,2,1,3,4,.750,0,1,1,0,1,0,1,4,11,-16,8.4,2021-10-24T00:00:00Z,Regular Season,2022,1.155,0.586,7.7,3,2401537
Kent Bazemore,LAL,H,PHX,L,23:28,1,5,0.2,1,3,0.333,1,2,.500,0,2,2,1,0,0,0,3,4,-17,0.6,2021-10-22T00:00:00Z,Regular Season,2022,0.34,0.586,7.7,3,2401537
Kent Bazemore,LAL,H,GSW,L,30:37,3,9,0.333,2,8,0.25,0,0,,0,2,2,0,0,1,1,4,8,10,1.6,2021-10-19T00:00:00Z,Regular Season,2022,0.444,0.586,7.7,3,2401537
Josh Richardson,BOS,A,CHA,W,14:49,0,2,0,0,2,0,0,0,,0,2,2,1,0,0,1,2,0,-2,-1.9,2021-10-25T00:00:00Z,Regular Season,2022,0,0.559,6.3,3,11600000
Josh Richardson,BOS,A,HOU,W,18:53,3,8,0.375,1,5,0.2,0,0,,0,2,2,2,0,1,2,1,7,2,2.9,2021-10-24T00:00:00Z,Regular Season,2022,0.438,0.559,6.3,3,11600000
Josh Richardson,BOS,H,TOR,L,20:45,4,7,0.571,4,4,1,0,0,,2,1,3,0,1,0,0,2,12,-19,10.6,2021-10-22T00:00:00Z,Regular Season,2022,0.857,0.559,6.3,3,11600000
Nassir Little,POR,A,LAC,L,31:50,4,7,0.571,2,4,0.5,0,0,,0,4,4,1,2,2,1,3,10,-17,9.8,2021-10-25T00:00:00Z,Regular Season,2022,0.714,0.612,9.3,3,2316240
Nassir Little,POR,H,PHX,W,27:26,5,10,0.5,1,4,0.25,0,2,.000,3,4,7,2,1,0,0,1,11,8,10.5,2021-10-23T00:00:00Z,Regular Season,2022,0.506,0.612,9.3,3,2316240
Nassir Little,POR,H,SAC,L,15:47,3,5,0.6,1,1,1,0,0,,2,1,3,0,0,0,1,1,7,-1,5,2021-10-20T00:00:00Z,Regular Season,2022,0.7,0.612,9.3,3,2316240
Bradley Beal,WAS,A,BKN,L,31:45,8,22,0.364,3,13,0.231,0,0,,0,3,3,4,0,0,5,1,19,-8,5.1,2021-10-25T00:00:00Z,Regular Season,2022,0.432,0.472,21,2,34502130
Bradley Beal,WAS,A,TOR,W,34:06,7,19,0.368,1,6,0.167,8,8,1.000,0,3,3,4,4,0,4,2,23,24,15.4,2021-10-20T00:00:00Z,Regular Season,2022,0.511,0.472,21,2,34502130
Shai Gilgeous-Alexander,OKC,H,PHI,L,38:39,9,19,0.474,1,6,0.167,10,12,.833,0,6,6,8,1,1,2,2,29,1,24.8,2021-10-24T00:00:00Z,Regular Season,2022,0.597,0.513,20,3,5495532
Shai Gilgeous-Alexander,OKC,A,HOU,L,26:28,6,15,0.4,1,6,0.167,0,0,,0,4,4,2,0,0,5,1,13,-27,2.1,2021-10-22T00:00:00Z,Regular Season,2022,0.433,0.513,20,3,5495532
Shai Gilgeous-Alexander,OKC,A,UTA,L,32:41,7,17,0.412,1,7,0.143,3,5,.600,1,3,4,2,0,0,1,2,18,-21,9.3,2021-10-20T00:00:00Z,Regular Season,2022,0.469,0.513,20,3,5495532
