player,team,location,opponent,outcome,mp,fgm,fga,fgpercent,threepfgmade,threepattempted,threepointpercent,ft,fta,ftpercent,oreb,dreb,trb,ast,stl,blk,tov,pf,pts,plusminus,gmsc,date,type,season,game_ts_percent,season_ts_percent,season_avg_ppg,games_played,salary
LeBron James,LAL,H,GSW,L,36:44,13,23,0.565,5,11,0.455,3,6,.500,1,10,11,5,1,1,4,5,34,-2,24.8,2021-10-19T00:00:00Z,Regular Season,2022,0.663,0.597,26,3,41180544
Dennis Smith,POR,A,LAC,L,20:24,3,7,0.429,0,0,NA,1,2,.500,1,1,2,3,3,1,2,0,7,-16,7.7,2021-10-25T00:00:00Z,Regular Season,2022,0.444,0.507,4.5,2,NA
Dennis Smith,POR,H,PHX,W,15:15,1,1,1,0,0,NA,0,0,,0,2,2,5,1,0,2,0,2,10,4.8,2021-10-23T00:00:00Z,Regular Season,2022,1,0.507,4.5,2,NA
Hamidou Diallo,DET,A,ATL,L,11:23,1,3,0.333,0,2,0,0,0,,0,2,2,1,1,0,0,0,2,-9,2.6,2021-10-25T00:00:00Z,Regular Season,2022,0.333,0.509,4.7,3,5200000
Hamidou Diallo,DET,A,CHI,L,13:47,2,4,0.5,0,1,0,0,0,,0,0,0,1,0,0,1,3,4,-9,0.5,2021-10-23T00:00:00Z,Regular Season,2022,0.5,0.509,4.7,3,5200000
Hamidou Diallo,DET,H,CHI,L,15:12,2,5,0.4,0,1,0,4,4,1.000,0,0,0,1,1,1,0,1,8,8,7.3,2021-10-20T00:00:00Z,Regular Season,2022,0.592,0.509,4.7,3,5200000
Kenrich Williams,OKC,H,PHI,L,20:54,3,4,0.75,1,2,0.5,1,2,.500,1,1,2,1,0,0,1,2,8,-8,5.9,2021-10-24T00:00:00Z,Regular Season,2022,0.82,0.679,9,3,2000000
Kenrich Williams,OKC,A,HOU,L,22:13,5,10,0.5,2,3,0.667,0,0,,2,2,4,3,0,1,2,5,12,-8,7.8,2021-10-22T00:00:00Z,Regular Season,2022,0.6,0.679,9,3,2000000
Kenrich Williams,OKC,A,UTA,L,15:52,3,5,0.6,1,2,0.5,0,0,,0,0,0,1,0,0,1,2,7,-1,3.6,2021-10-20T00:00:00Z,Regular Season,2022,0.7,0.679,9,3,2000000
Andre Drummond,PHI,H,BKN,L,18:17,2,3,0.667,0,1,0,0,0,,3,7,10,2,2,2,1,2,4,-1,9.9,2021-10-22T00:00:00Z,Regular Season,2022,0.667,0.601,5,2,2401537
Andre Drummond,PHI,A,NOP,W,19:03,2,4,0.5,0,0,NA,2,3,.667,2,15,17,3,2,2,4,2,6,22,10.2,2021-10-20T00:00:00Z,Regular Season,2022,0.564,0.601,5,2,2401537
DeAndre Jordan,LAL,H,MEM,W,14:29,4,5,0.8,0,0,NA,0,0,,3,5,8,0,0,3,1,2,8,-15,10,2021-10-24T00:00:00Z,Regular Season,2022,0.8,0.857,4,3,2641691
DeAndre Jordan,LAL,H,PHX,L,10:12,1,1,1,0,0,NA,0,0,,1,3,4,1,0,0,0,1,2,4,3.6,2021-10-22T00:00:00Z,Regular Season,2022,1,0.857,4,3,2641691
DeAndre Jordan,LAL,H,GSW,L,12:55,1,1,1,0,0,NA,0,0,,0,2,2,1,1,0,0,3,2,2,2.8,2021-10-19T00:00:00Z,Regular Season,2022,1,0.857,4,3,2641691
Dorian Finney-Smith,DAL,A,TOR,W,35:54,5,9,0.556,1,3,0.333,0,0,,4,4,8,2,1,0,1,3,11,15,10.9,2021-10-23T00:00:00Z,Regular Season,2022,0.611,0.381,8,2,4000000
Dorian Finney-Smith,DAL,A,ATL,L,28:47,2,12,0.167,1,6,0.167,0,0,,4,4,8,2,2,0,1,4,5,-21,2.2,2021-10-21T00:00:00Z,Regular Season,2022,0.208,0.381,8,2,4000000
Chandler Hutchison,PHX,A,POR,L,6:25,1,1,1,0,0,NA,0,0,,0,2,2,0,0,0,2,1,2,5,-0.1,2021-10-23T00:00:00Z,Regular Season,2022,1,1,2,1,1000000
Avery Bradley,LAL,H,MEM,W,2:16,0,0,NA,0,0,NA,0,0,,0,0,0,0,0,0,0,0,0,-2,0,2021-10-24T00:00:00Z,Regular Season,2022,NA,0.5,2,3,2641691
Avery Bradley,LAL,H,PHX,L,20:46,0,3,0,0,2,0,0,0,,0,0,0,0,0,0,0,2,0,-25,-2.9,2021-10-22T00:00:00Z,Regular Season,2022,0,0.5,2,3,2641691
Avery Bradley,LAL,H,GSW,L,8:14,2,3,0.667,2,3,0.667,0,0,,1,0,1,1,0,0,1,2,6,1,4.3,2021-10-19T00:00:00Z,Regular Season,2022,1,0.5,2,3,2641691
Montrezl Harrell,WAS,A,BKN,L,21:19,4,7,0.571,0,0,NA,2,5,.400,1,6,7,1,1,1,1,1,10,-23,9,2021-10-25T00:00:00Z,Regular Season,2022,0.543,0.667,15.3,3,9720900
Montrezl Harrell,WAS,H,IND,W,34:15,4,9,0.444,0,0,NA,6,6,1.000,0,7,7,2,0,1,1,3,14,9,11.3,2021-10-22T00:00:00Z,Regular Season,2022,0.601,0.667,15.3,3,9720900
Montrezl Harrell,WAS,A,TOR,W,25:54,9,11,0.818,0,0,NA,4,6,.667,3,6,9,1,0,1,0,2,22,4,21.6,2021-10-20T00:00:00Z,Regular Season,2022,0.806,0.667,15.3,3,9720900
Brandon Boston,LAC,H,POR,W,8:50,1,3,0.333,0,0,NA,1,2,.500,0,1,1,1,0,0,0,1,3,-5,1.5,2021-10-25T00:00:00Z,Regular Season,2022,0.387,0.387,3,1,NA
Luka Doncic,DAL,A,TOR,W,38:53,11,24,0.458,2,10,0.2,3,5,.600,0,9,9,12,0,1,5,3,27,1,19.4,2021-10-23T00:00:00Z,Regular Season,2022,0.515,0.5,22.5,2,10174391
Luka Doncic,DAL,A,ATL,L,35:24,6,17,0.353,2,7,0.286,4,4,1.000,0,11,11,7,1,0,5,1,18,-24,12.3,2021-10-21T00:00:00Z,Regular Season,2022,0.48,0.5,22.5,2,10174391
Rodney McGruder,DET,A,ATL,L,3:11,1,2,0.5,1,2,0.5,0,0,,0,0,0,1,0,0,0,0,3,5,2.7,2021-10-25T00:00:00Z,Regular Season,2022,0.75,0.5,1.5,2,1939350
Rodney McGruder,DET,A,CHI,L,3:34,0,1,0,0,0,NA,0,0,,0,2,2,0,0,0,0,0,0,2,-0.1,2021-10-23T00:00:00Z,Regular Season,2022,0,0.5,1.5,2,1939350
Landry Shamet,PHX,A,POR,L,17:00,2,4,0.5,1,3,0.333,0,0,,0,3,3,2,0,0,2,5,5,-22,1.3,2021-10-23T00:00:00Z,Regular Season,2022,0.625,0.731,6.3,3,3768342
Landry Shamet,PHX,A,LAL,W,14:31,1,4,0.25,1,3,0.333,0,0,,0,1,1,0,0,0,0,2,3,2,0.1,2021-10-22T00:00:00Z,Regular Season,2022,0.375,0.731,6.3,3,3768342
Landry Shamet,PHX,H,DEN,L,19:25,4,5,0.8,3,3,1,0,0,,1,2,3,0,0,0,0,0,11,12,10.4,2021-10-20T00:00:00Z,Regular Season,2022,1.1,0.731,6.3,3,3768342
Romeo Langford,BOS,H,TOR,L,16:12,2,5,0.4,2,3,0.667,0,0,,1,0,1,0,1,0,2,2,6,-23,2.2,2021-10-22T00:00:00Z,Regular Season,2022,0.6,0.727,8,2,3804360
Romeo Langford,BOS,A,NYK,L,22:36,4,6,0.667,2,3,0.667,0,0,,2,1,3,0,1,0,3,2,10,-14,6.3,2021-10-20T00:00:00Z,Regular Season,2022,0.833,0.727,8,2,3804360
Otto Porter,GSW,A,SAC,W,24:02,2,6,0.333,0,2,0,1,2,.500,3,6,9,3,3,1,0,4,5,7,9.3,2021-10-24T00:00:00Z,Regular Season,2022,0.363,0.509,4.7,3,2389641
Otto Porter,GSW,H,LAC,W,18:17,2,3,0.667,0,1,0,0,0,,1,6,7,2,0,0,2,1,4,13,4.2,2021-10-21T00:00:00Z,Regular Season,2022,0.667,0.509,4.7,3,2389641
Otto Porter,GSW,A,LAL,W,11:35,1,3,0.333,1,2,0.5,2,2,1.000,0,1,1,0,1,0,1,2,5,1,2.8,2021-10-19T00:00:00Z,Regular Season,2022,0.644,0.509,4.7,3,2389641
Eric Gordon,HOU,H,BOS,L,26:28,1,6,0.167,0,3,0,0,0,,0,4,4,2,0,0,2,1,2,-6,-1.6,2021-10-24T00:00:00Z,Regular Season,2022,0.167,0.646,13,3,18218818
Eric Gordon,HOU,H,OKC,W,26:13,7,14,0.5,4,6,0.667,4,5,.800,0,0,0,1,1,0,0,0,22,20,16.3,2021-10-22T00:00:00Z,Regular Season,2022,0.679,0.646,13,3,18218818
Eric Gordon,HOU,A,MIN,L,22:47,6,8,0.75,3,4,0.75,0,0,,0,2,2,0,1,0,3,0,15,-27,10.4,2021-10-20T00:00:00Z,Regular Season,2022,0.938,0.646,13,3,18218818
Sandro Mamukelashvili,MIL,A,IND,W,9:53,1,2,0.5,0,1,0,0,0,,1,2,3,0,0,0,0,0,2,-8,2.3,2021-10-25T00:00:00Z,Regular Season,2022,0.5,0.504,3.5,4,NA
Sandro Mamukelashvili,MIL,A,SAS,W,5:48,0,1,0,0,0,NA,0,0,,0,0,0,0,0,0,0,1,0,0,-1.1,2021-10-23T00:00:00Z,Regular Season,2022,0,0.504,3.5,4,NA
Sandro Mamukelashvili,MIL,A,MIA,L,27:20,4,9,0.444,2,4,0.5,2,2,1.000,2,2,4,1,0,0,0,2,12,-12,9.2,2021-10-21T00:00:00Z,Regular Season,2022,0.607,0.504,3.5,4,NA
Sandro Mamukelashvili,MIL,H,BKN,W,7:02,0,1,0,0,0,NA,0,0,,0,1,1,1,0,0,0,0,0,9,0.3,2021-10-19T00:00:00Z,Regular Season,2022,0,0.504,3.5,4,NA
Joel Ayayi,WAS,A,BKN,L,3:30,0,0,NA,0,0,NA,0,0,,0,0,0,0,0,0,0,0,0,1,0,2021-10-25T00:00:00Z,Regular Season,2022,NA,NA,0,1,NA
Nicolas Claxton,BKN,H,WAS,W,16:16,3,4,0.75,0,0,NA,0,0,,1,7,8,1,0,2,0,1,6,21,8.9,2021-10-25T00:00:00Z,Regular Season,2022,0.75,0.543,6.5,4,1782621
Nicolas Claxton,BKN,H,CHA,L,18:19,1,3,0.333,0,0,NA,3,4,.750,1,3,4,1,0,1,2,1,5,-9,3.5,2021-10-24T00:00:00Z,Regular Season,2022,0.525,0.543,6.5,4,1782621
Nicolas Claxton,BKN,A,PHI,W,16:50,1,4,0.25,0,0,NA,1,2,.500,1,2,3,1,0,1,1,0,3,-19,1.9,2021-10-22T00:00:00Z,Regular Season,2022,0.307,0.543,6.5,4,1782621
Nicolas Claxton,BKN,A,MIL,L,24:10,6,9,0.667,0,0,NA,0,3,.000,0,7,7,0,0,0,0,3,12,-15,7.8,2021-10-19T00:00:00Z,Regular Season,2022,0.581,0.543,6.5,4,1782621
Bones Hyland,DEN,H,CLE,L,10:25,3,5,0.6,1,3,0.333,0,0,,0,2,2,2,1,0,0,2,7,3,6.9,2021-10-25T00:00:00Z,Regular Season,2022,0.7,0.7,7,1,2096880
Wendell Carter,ORL,A,MIA,L,27:46,3,7,0.429,1,5,0.2,2,2,1.000,3,6,9,1,0,1,2,2,9,-2,7.8,2021-10-25T00:00:00Z,Regular Season,2022,0.571,0.605,10.8,4,6920027
Wendell Carter,ORL,A,NYK,W,30:54,5,8,0.625,1,3,0.333,0,0,,2,7,9,1,1,4,2,3,11,-4,12.2,2021-10-24T00:00:00Z,Regular Season,2022,0.688,0.605,10.8,4,6920027
Wendell Carter,ORL,H,NYK,L,30:08,3,7,0.429,1,4,0.25,3,4,.750,2,9,11,4,1,1,1,3,10,-12,12.3,2021-10-22T00:00:00Z,Regular Season,2022,0.571,0.605,10.8,4,6920027
Wendell Carter,ORL,A,SAS,L,18:45,5,10,0.5,1,1,1,2,2,1.000,1,7,8,1,1,0,0,1,13,3,12.1,2021-10-20T00:00:00Z,Regular Season,2022,0.597,0.605,10.8,4,6920027
Ziaire Williams,MEM,A,LAL,L,17:48,1,6,0.167,1,4,0.25,0,0,,1,2,3,0,1,0,1,0,3,-22,0.5,2021-10-24T00:00:00Z,Regular Season,2022,0.25,0.5,4,3,4373160
Ziaire Williams,MEM,A,LAC,W,15:40,2,4,0.5,2,4,0.5,0,0,,0,0,0,2,0,0,2,2,6,-10,2.6,2021-10-23T00:00:00Z,Regular Season,2022,0.75,0.5,4,3,4373160
Ziaire Williams,MEM,H,CLE,W,17:10,1,2,0.5,1,1,1,0,0,,0,2,2,1,1,0,1,1,3,13,2.9,2021-10-20T00:00:00Z,Regular Season,2022,0.75,0.5,4,3,4373160
Kyle Lowry,MIA,H,ORL,W,31:11,4,11,0.364,1,6,0.167,0,0,,1,1,2,8,1,0,3,4,9,12,5.9,2021-10-25T00:00:00Z,Regular Season,2022,0.409,0.352,7,2,26984128
Kyle Lowry,MIA,H,MIL,W,24:28,1,8,0.125,1,6,0.167,2,2,1.000,0,1,1,6,1,1,1,2,5,22,4.2,2021-10-21T00:00:00Z,Regular Season,2022,0.282,0.352,7,2,26984128
Moses Moody,GSW,H,LAC,W,3:42,0,0,NA,0,0,NA,0,0,,0,0,0,2,0,0,0,0,0,-9,1.4,2021-10-21T00:00:00Z,Regular Season,2022,NA,0.333,1,2,3562080
Moses Moody,GSW,A,LAL,W,5:34,1,3,0.333,0,0,NA,0,0,,0,2,2,0,0,0,0,0,2,-1,0.9,2021-10-19T00:00:00Z,Regular Season,2022,0.333,0.333,1,2,3562080
Jalen Smith,PHX,A,POR,L,9:44,2,3,0.667,0,0,NA,1,1,1.000,0,1,1,0,0,0,0,2,5,4,3.2,2021-10-23T00:00:00Z,Regular Season,2022,0.727,0.727,5,1,4458000
Derrick Jones,CHI,H,NOP,W,2:26,0,0,NA,0,0,NA,0,0,,0,0,0,0,0,0,0,0,0,-4,0,2021-10-22T00:00:00Z,Regular Season,2022,NA,NA,0,1,NA
Trent Forrest,UTA,A,SAC,W,7:21,1,1,1,0,0,NA,0,0,,0,0,0,2,0,0,0,0,2,5,3.1,2021-10-22T00:00:00Z,Regular Season,2022,1,1,2,1,NA
Jalen Johnson,ATL,H,DET,W,3:11,1,1,1,0,0,NA,0,0,,0,1,1,0,0,0,0,0,2,-5,2,2021-10-25T00:00:00Z,Regular Season,2022,1,0.8,4,2,2659560
Jalen Johnson,ATL,H,DAL,W,3:32,2,4,0.5,2,3,0.667,0,0,,0,2,2,0,0,0,0,0,6,-1,4.6,2021-10-21T00:00:00Z,Regular Season,2022,0.75,0.8,4,2,2659560
Killian Hayes,DET,A,ATL,L,26:33,4,11,0.364,2,3,0.667,2,2,1.000,0,1,1,3,1,1,0,2,12,-6,9.2,2021-10-25T00:00:00Z,Regular Season,2022,0.505,0.306,4.7,3,5572680
Killian Hayes,DET,A,CHI,L,19:27,1,5,0.2,0,2,0,0,0,,0,1,1,3,1,0,1,3,2,-11,0.1,2021-10-23T00:00:00Z,Regular Season,2022,0.2,0.306,4.7,3,5572680
Killian Hayes,DET,H,CHI,L,20:18,0,6,0,0,0,NA,0,0,,1,4,5,2,0,0,2,1,0,-11,-3.3,2021-10-20T00:00:00Z,Regular Season,2022,0,0.306,4.7,3,5572680
Brad Wanamaker,IND,A,WAS,L,2:07,0,1,0,0,0,NA,0,0,,0,0,0,1,0,0,1,0,0,-4,-1,2021-10-22T00:00:00Z,Regular Season,2022,0,0,0,1,1729217
JaVale McGee,PHX,A,POR,L,11:24,6,9,0.667,0,0,NA,0,2,.000,1,3,4,0,0,0,1,3,12,-5,6.7,2021-10-23T00:00:00Z,Regular Season,2022,0.607,0.654,9,3,5000000
JaVale McGee,PHX,A,LAL,W,13:05,4,5,0.8,0,0,NA,1,4,.250,0,4,4,0,0,0,0,2,9,9,6.3,2021-10-22T00:00:00Z,Regular Season,2022,0.666,0.654,9,3,5000000
JaVale McGee,PHX,H,DEN,L,15:08,3,4,0.75,0,0,NA,0,0,,1,7,8,0,0,1,3,2,6,3,4.1,2021-10-20T00:00:00Z,Regular Season,2022,0.75,0.654,9,3,5000000
Jakob Poeltl,SAS,H,MIL,L,34:35,5,9,0.556,0,0,NA,0,0,,6,2,8,6,2,2,2,2,10,-19,15.3,2021-10-23T00:00:00Z,Regular Season,2022,0.556,0.688,12.3,3,8750000
Jakob Poeltl,SAS,A,DEN,L,26:10,7,9,0.778,0,0,NA,1,2,.500,4,4,8,1,1,0,3,4,15,15,12.2,2021-10-22T00:00:00Z,Regular Season,2022,0.759,0.688,12.3,3,8750000
Jakob Poeltl,SAS,H,ORL,W,29:49,6,8,0.75,0,0,NA,0,0,,8,5,13,7,0,0,1,3,12,11,18.6,2021-10-20T00:00:00Z,Regular Season,2022,0.75,0.688,12.3,3,8750000
Paul Reed,PHI,A,OKC,W,9:26,1,2,0.5,0,0,NA,0,0,,2,3,5,2,1,1,0,1,2,8,6,2021-10-24T00:00:00Z,Regular Season,2022,0.5,0.4,2,2,1517981
Paul Reed,PHI,A,NOP,W,3:15,1,3,0.333,0,0,NA,0,0,,0,0,0,1,0,0,0,0,2,-6,1,2021-10-20T00:00:00Z,Regular Season,2022,0.333,0.4,2,2,1517981
Michael Porter,DEN,H,CLE,L,27:18,4,14,0.286,3,9,0.333,0,0,,2,3,5,3,1,1,2,2,11,-10,6.1,2021-10-25T00:00:00Z,Regular Season,2022,0.393,0.479,11,3,5258735
Michael Porter,DEN,H,SAS,W,27:10,3,10,0.3,1,5,0.2,0,0,,0,1,1,0,1,0,1,4,7,0,-0.1,2021-10-22T00:00:00Z,Regular Season,2022,0.35,0.479,11,3,5258735
Michael Porter,DEN,A,PHX,W,33:59,6,10,0.6,2,3,0.667,1,1,1.000,1,5,6,5,2,0,2,3,15,24,14.9,2021-10-20T00:00:00Z,Regular Season,2022,0.718,0.479,11,3,5258735
Rodney Hood,MIL,A,IND,W,10:03,1,2,0.5,1,2,0.5,0,0,,0,1,1,0,1,0,0,2,3,13,2.5,2021-10-25T00:00:00Z,Regular Season,2022,0.75,0.75,3,1,2239544
De'Andre Hunter,ATL,A,CLE,L,30:01,5,16,0.313,2,8,0.25,0,0,,1,2,3,1,0,0,0,3,12,-11,3.6,2021-10-23T00:00:00Z,Regular Season,2022,0.375,0.426,11.5,2,7775400
De'Andre Hunter,ATL,H,DAL,W,28:43,5,11,0.455,1,3,0.333,0,0,,0,3,3,1,1,2,0,3,11,19,8.1,2021-10-21T00:00:00Z,Regular Season,2022,0.5,0.426,11.5,2,7775400
Immanuel Quickley,NYK,H,ORL,L,12:12,0,4,0,0,2,0,0,0,,1,1,2,1,0,0,0,1,0,-2,-1.5,2021-10-24T00:00:00Z,Regular Season,2022,0,0.477,6,3,2210640
Immanuel Quickley,NYK,A,ORL,W,19:58,5,10,0.5,4,8,0.5,2,2,1.000,1,1,2,3,1,0,0,0,16,11,15.1,2021-10-22T00:00:00Z,Regular Season,2022,0.735,0.477,6,3,2210640
Immanuel Quickley,NYK,H,BOS,W,8:25,1,4,0.25,0,3,0,0,0,,0,0,0,1,1,0,1,0,2,-8,0.3,2021-10-20T00:00:00Z,Regular Season,2022,0.25,0.477,6,3,2210640
Daniel Theis,HOU,H,BOS,L,22:35,3,7,0.429,0,3,0,0,0,,0,5,5,2,0,1,0,2,6,-11,5.1,2021-10-24T00:00:00Z,Regular Season,2022,0.429,0.597,6.7,3,8372093
Daniel Theis,HOU,H,OKC,W,18:03,1,2,0.5,0,1,0,1,2,.500,0,3,3,0,0,0,0,4,3,14,0.9,2021-10-22T00:00:00Z,Regular Season,2022,0.521,0.597,6.7,3,8372093
Daniel Theis,HOU,A,MIN,L,20:34,4,6,0.667,1,2,0.5,2,2,1.000,2,3,5,0,0,0,1,2,11,-23,8.9,2021-10-20T00:00:00Z,Regular Season,2022,0.799,0.597,6.7,3,8372093
Jaylen Brown,BOS,A,CHA,W,37:59,12,20,0.6,3,7,0.429,3,4,.750,3,6,9,3,3,1,3,3,30,12,25.9,2021-10-25T00:00:00Z,Regular Season,2022,0.689,0.607,28.3,3,24830357
Jaylen Brown,BOS,H,TOR,L,28:24,3,13,0.231,0,7,0,3,4,.750,0,4,4,0,0,0,5,2,9,3,-3.9,2021-10-22T00:00:00Z,Regular Season,2022,0.305,0.607,28.3,3,24830357
Jaylen Brown,BOS,A,NYK,L,45:58,16,30,0.533,8,14,0.571,6,8,.750,0,9,9,6,3,1,4,5,46,16,35.2,2021-10-20T00:00:00Z,Regular Season,2022,0.686,0.607,28.3,3,24830357
Trey Burke,DAL,A,ATL,L,9:25,2,3,0.667,1,1,1,0,0,,0,1,1,2,0,0,0,0,5,0,5.4,2021-10-21T00:00:00Z,Regular Season,2022,0.833,0.833,5,1,3333333
John Konchar,MEM,A,LAC,W,16:32,0,0,NA,0,0,NA,0,0,,0,1,1,1,0,0,1,0,0,-5,0,2021-10-23T00:00:00Z,Regular Season,2022,NA,0.667,2,2,2197674
John Konchar,MEM,H,CLE,W,18:32,2,3,0.667,0,1,0,0,0,,2,4,6,0,1,0,0,4,4,-1,4.7,2021-10-20T00:00:00Z,Regular Season,2022,0.667,0.667,2,2,2197674
Kyle Anderson,MEM,A,LAL,L,19:37,1,8,0.125,0,2,0,0,0,,1,1,2,0,0,1,0,2,2,-15,-2.3,2021-10-24T00:00:00Z,Regular Season,2022,0.125,0.311,5.3,3,9937150
Kyle Anderson,MEM,A,LAC,W,16:54,1,9,0.111,0,1,0,2,2,1.000,3,4,7,1,1,1,0,0,4,-6,3.8,2021-10-23T00:00:00Z,Regular Season,2022,0.202,0.311,5.3,3,9937150
Kyle Anderson,MEM,H,CLE,W,21:50,3,7,0.429,2,5,0.4,2,2,1.000,0,7,7,4,2,0,0,2,10,-10,12.4,2021-10-20T00:00:00Z,Regular Season,2022,0.635,0.311,5.3,3,9937150
Pat Connaughton,MIL,A,IND,W,31:55,4,9,0.444,3,7,0.429,2,3,.667,2,5,7,2,1,0,1,0,13,2,12.2,2021-10-25T00:00:00Z,Regular Season,2022,0.63,0.709,13.8,4,5333333
Pat Connaughton,MIL,A,SAS,W,36:57,6,9,0.667,3,5,0.6,1,1,1.000,1,6,7,0,1,0,1,2,16,8,13.8,2021-10-23T00:00:00Z,Regular Season,2022,0.847,0.709,13.8,4,5333333
Pat Connaughton,MIL,A,MIA,L,27:14,3,6,0.5,0,3,0,0,0,,0,4,4,4,0,0,1,3,6,-23,4.8,2021-10-21T00:00:00Z,Regular Season,2022,0.5,0.709,13.8,4,5333333
Pat Connaughton,MIL,H,BKN,W,29:58,8,13,0.615,4,9,0.444,0,0,,0,3,3,2,1,1,0,0,20,0,18.1,2021-10-19T00:00:00Z,Regular Season,2022,0.769,0.709,13.8,4,5333333
Kai Jones,CHA,A,BKN,W,0:47,0,0,NA,0,0,NA,0,0,,0,0,0,0,0,0,0,0,0,0,0,2021-10-24T00:00:00Z,Regular Season,2022,NA,NA,0,2,2770560
Kai Jones,CHA,A,CLE,W,1:10,0,0,NA,0,0,NA,0,0,,0,0,0,0,0,0,2,0,0,-5,-2,2021-10-22T00:00:00Z,Regular Season,2022,NA,NA,0,2,2770560
Tomas Satoransky,NOP,A,CHI,L,7:13,0,2,0,0,0,NA,0,0,,0,0,0,0,0,0,1,0,0,-10,-2.4,2021-10-22T00:00:00Z,Regular Season,2022,0,0,0,2,10000000
Tomas Satoransky,NOP,H,PHI,L,8:40,0,1,0,0,1,0,0,0,,0,2,2,2,1,0,1,1,0,-9,0.9,2021-10-20T00:00:00Z,Regular Season,2022,0,0,0,2,10000000
Isaiah Roby,OKC,A,HOU,L,9:49,1,5,0.2,1,1,1,0,0,,0,1,1,0,0,0,1,2,3,-18,-1.6,2021-10-22T00:00:00Z,Regular Season,2022,0.3,0.423,5.5,2,1782621
Isaiah Roby,OKC,A,UTA,L,14:23,4,8,0.5,0,3,0,0,0,,4,2,6,1,0,0,1,2,8,3,6.3,2021-10-20T00:00:00Z,Regular Season,2022,0.5,0.423,5.5,2,1782621
Spencer Dinwiddie,WAS,A,BKN,L,25:40,3,13,0.231,2,6,0.333,2,2,1.000,0,5,5,6,0,1,0,1,10,-13,8.1,2021-10-25T00:00:00Z,Regular Season,2022,0.36,0.559,19,3,17142857
Spencer Dinwiddie,WAS,H,IND,W,34:43,13,24,0.542,6,9,0.667,2,2,1.000,2,4,6,9,0,0,1,2,34,3,29.5,2021-10-22T00:00:00Z,Regular Season,2022,0.683,0.559,19,3,17142857
Spencer Dinwiddie,WAS,A,TOR,W,26:09,4,10,0.4,0,0,NA,5,5,1.000,1,3,4,6,0,0,3,3,13,1,9.2,2021-10-20T00:00:00Z,Regular Season,2022,0.533,0.559,19,3,17142857
Derrick Rose,NYK,H,ORL,L,28:38,9,16,0.563,5,8,0.625,0,1,.000,3,2,5,3,2,0,2,0,23,8,19.8,2021-10-24T00:00:00Z,Regular Season,2022,0.7,0.606,14.7,3,13445120
Derrick Rose,NYK,A,ORL,W,23:34,4,8,0.5,4,6,0.667,0,0,,0,0,0,7,0,0,0,1,12,34,12.5,2021-10-22T00:00:00Z,Regular Season,2022,0.75,0.606,14.7,3,13445120
Derrick Rose,NYK,H,BOS,W,22:28,3,11,0.273,1,3,0.333,2,2,1.000,0,4,4,5,2,1,2,0,9,7,7.9,2021-10-20T00:00:00Z,Regular Season,2022,0.379,0.606,14.7,3,13445120
Jaren Jackson,MEM,A,LAL,L,27:41,3,12,0.25,2,6,0.333,4,4,1.000,1,4,5,0,1,2,1,4,12,9,6.5,2021-10-24T00:00:00Z,Regular Season,2022,0.436,0.559,15.3,3,9180560
Jaren Jackson,MEM,A,LAC,W,31:07,6,11,0.545,3,5,0.6,6,6,1.000,1,6,7,0,1,1,1,4,21,10,17.3,2021-10-23T00:00:00Z,Regular Season,2022,0.77,0.559,15.3,3,9180560
Jaren Jackson,MEM,H,CLE,W,30:48,3,12,0.25,3,8,0.375,4,4,1.000,0,6,6,2,0,4,2,2,13,16,9,2021-10-20T00:00:00Z,Regular Season,2022,0.472,0.559,15.3,3,9180560
Jay Scrubb,LAC,H,POR,W,8:50,2,6,0.333,1,2,0.5,1,2,.500,0,1,1,0,0,0,0,3,6,-5,1.3,2021-10-25T00:00:00Z,Regular Season,2022,0.436,0.436,6,1,NA
Darius Bazley,OKC,H,PHI,L,31:46,4,11,0.364,0,4,0,0,0,,0,7,7,2,0,2,0,0,8,-11,6.8,2021-10-24T00:00:00Z,Regular Season,2022,0.364,0.385,9.3,3,2513040
Darius Bazley,OKC,A,HOU,L,17:58,1,7,0.143,0,2,0,3,5,.600,0,6,6,2,1,1,1,1,5,-27,3.2,2021-10-22T00:00:00Z,Regular Season,2022,0.272,0.385,9.3,3,2513040
Darius Bazley,OKC,A,UTA,L,30:23,5,14,0.357,1,7,0.143,4,5,.800,1,6,7,2,0,0,1,0,15,-19,9.7,2021-10-20T00:00:00Z,Regular Season,2022,0.463,0.385,9.3,3,2513040
Chris Duarte,IND,H,MIL,L,33:27,7,16,0.438,2,5,0.4,2,2,1.000,0,5,5,1,0,0,1,2,18,-1,10,2021-10-25T00:00:00Z,Regular Season,2022,0.533,0.546,19.8,4,3749520
Chris Duarte,IND,H,MIA,W,41:28,6,21,0.286,2,7,0.286,5,5,1.000,1,4,5,1,1,0,1,1,19,15,8.9,2021-10-23T00:00:00Z,Regular Season,2022,0.409,0.546,19.8,4,3749520
Chris Duarte,IND,A,WAS,L,45:18,6,16,0.375,3,8,0.375,0,0,,0,4,4,5,1,0,2,2,15,4,9.1,2021-10-22T00:00:00Z,Regular Season,2022,0.469,0.546,19.8,4,3749520
Chris Duarte,IND,A,CHA,L,32:42,9,15,0.6,6,9,0.667,3,3,1.000,0,5,5,1,1,0,1,4,27,7,20.7,2021-10-20T00:00:00Z,Regular Season,2022,0.827,0.546,19.8,4,3749520
