date,day,proper_time,avg_team_rank,start_time,home_team,away_team
2021-11-06,Saturday ,2021-11-06T05:00:00Z,23,5:00 PM,Denver Nuggets (-575),Houston Rockets (+410)
2021-11-06,Saturday ,2021-11-06T07:30:00Z,3,7:30 PM,Miami Heat (-155),Utah Jazz (+135)
2021-11-06,Saturday ,2021-11-06T08:00:00Z,3,8:00 PM,Chicago Bulls (-170),Philadelphia 76ers (+150)
2021-11-06,Saturday ,2021-11-06T08:30:00Z,14,8:30 PM,Dallas Mavericks (-190),Boston Celtics (+160)
2021-11-06,Saturday ,2021-11-06T10:00:00Z,15,10:00 PM,Phoenix Suns (-200),Atlanta Hawks (+170)
2021-11-06,Saturday ,2021-11-06T10:30:00Z,17,10:30 PM,Portland Trail Blazers (-180),Los Angeles Lakers (+155)
2021-11-07,Sunday   ,2021-11-07T03:30:00Z,9,3:30 PM,Toronto Raptors,Brooklyn Nets
2021-11-07,Sunday   ,2021-11-07T06:00:00Z,14,6:00 PM,Orlando Magic,Utah Jazz
2021-11-07,Sunday   ,2021-11-07T06:00:00Z,8,6:00 PM,New York Knicks,Cleveland Cavaliers
2021-11-07,Sunday   ,2021-11-07T06:00:00Z,20,6:00 PM,Sacramento Kings,Indiana Pacers
2021-11-07,Sunday   ,2021-11-07T06:00:00Z,14,6:00 PM,Washington Wizards,Milwaukee Bucks
2021-11-07,Sunday   ,2021-11-07T07:00:00Z,25,7:00 PM,Oklahoma City Thunder,San Antonio Spurs
2021-11-07,Sunday   ,2021-11-07T08:30:00Z,15,8:30 PM,Golden State Warriors,Houston Rockets
2021-11-07,Sunday   ,2021-11-07T09:00:00Z,16,9:00 PM,Los Angeles Clippers,Charlotte Hornets
2021-11-08,Monday   ,2021-11-08T07:00:00Z,5,7:00 PM,Philadelphia 76ers,New York Knicks
2021-11-08,Monday   ,2021-11-08T08:00:00Z,6,8:00 PM,Chicago Bulls,Brooklyn Nets
2021-11-08,Monday   ,2021-11-08T08:00:00Z,18,8:00 PM,Memphis Grizzlies,Minnesota Timberwolves
2021-11-08,Monday   ,2021-11-08T08:30:00Z,19,8:30 PM,Dallas Mavericks,New Orleans Pelicans
2021-11-08,Monday   ,2021-11-08T09:00:00Z,11,9:00 PM,Denver Nuggets,Miami Heat
2021-11-08,Monday   ,2021-11-08T10:00:00Z,10,10:00 PM,Golden State Warriors,Atlanta Hawks
2021-11-08,Monday   ,2021-11-08T10:00:00Z,13,10:00 PM,Sacramento Kings,Phoenix Suns
2021-11-08,Monday   ,2021-11-08T10:30:00Z,14,10:30 PM,Los Angeles Lakers,Charlotte Hornets
2021-11-09,Tuesday  ,2021-11-09T07:30:00Z,12,7:30 PM,Philadelphia 76ers,Milwaukee Bucks
2021-11-09,Tuesday  ,2021-11-09T09:00:00Z,10,9:00 PM,Utah Jazz,Atlanta Hawks
2021-11-09,Tuesday  ,2021-11-09T10:00:00Z,19,10:00 PM,Los Angeles Clippers,Portland Trail Blazers
2021-11-10,Wednesday,2021-11-10T07:00:00Z,8,7:00 PM,Cleveland Cavaliers,Washington Wizards
2021-11-10,Wednesday,2021-11-10T07:00:00Z,17,7:00 PM,Orlando Magic,Brooklyn Nets
2021-11-10,Wednesday,2021-11-10T07:30:00Z,14,7:30 PM,New York Knicks,Milwaukee Bucks
2021-11-10,Wednesday,2021-11-10T07:30:00Z,28,7:30 PM,Houston Rockets,Detroit Pistons
2021-11-10,Wednesday,2021-11-10T07:30:00Z,15,7:30 PM,Boston Celtics,Toronto Raptors
2021-11-10,Wednesday,2021-11-10T08:00:00Z,28,8:00 PM,New Orleans Pelicans,Oklahoma City Thunder
2021-11-10,Wednesday,2021-11-10T08:00:00Z,15,8:00 PM,Memphis Grizzlies,Charlotte Hornets
2021-11-10,Wednesday,2021-11-10T08:00:00Z,6,8:00 PM,Chicago Bulls,Dallas Mavericks
2021-11-10,Wednesday,2021-11-10T08:30:00Z,19,8:30 PM,San Antonio Spurs,Sacramento Kings
2021-11-10,Wednesday,2021-11-10T09:00:00Z,16,9:00 PM,Phoenix Suns,Portland Trail Blazers
2021-11-10,Wednesday,2021-11-10T09:00:00Z,21,9:00 PM,Denver Nuggets,Indiana Pacers
2021-11-10,Wednesday,2021-11-10T10:00:00Z,9,10:00 PM,Los Angeles Lakers,Miami Heat
2021-11-10,Wednesday,2021-11-10T10:00:00Z,12,10:00 PM,Golden State Warriors,Minnesota Timberwolves
2021-11-11,Thursday ,2021-11-11T07:00:00Z,7,7:00 PM,Philadelphia 76ers,Toronto Raptors
2021-11-11,Thursday ,2021-11-11T09:00:00Z,13,9:00 PM,Utah Jazz,Indiana Pacers
2021-11-11,Thursday ,2021-11-11T10:30:00Z,11,10:30 PM,Los Angeles Clippers,Miami Heat
2021-11-12,Friday   ,2021-11-12T07:00:00Z,11,7:00 PM,Charlotte Hornets,New York Knicks
2021-11-12,Friday   ,2021-11-12T07:30:00Z,21,7:30 PM,Boston Celtics,Milwaukee Bucks
2021-11-12,Friday   ,2021-11-12T07:30:00Z,19,7:30 PM,Cleveland Cavaliers,Detroit Pistons
2021-11-12,Friday   ,2021-11-12T08:00:00Z,13,8:00 PM,Memphis Grizzlies,Phoenix Suns
2021-11-12,Friday   ,2021-11-12T08:00:00Z,19,8:00 PM,New Orleans Pelicans,Brooklyn Nets
2021-11-12,Friday   ,2021-11-12T08:00:00Z,20,8:00 PM,Oklahoma City Thunder,Sacramento Kings
2021-11-12,Friday   ,2021-11-12T08:00:00Z,24,8:00 PM,Houston Rockets,Portland Trail Blazers
2021-11-12,Friday   ,2021-11-12T08:30:00Z,16,8:30 PM,San Antonio Spurs,Dallas Mavericks
2021-11-12,Friday   ,2021-11-12T09:00:00Z,18,9:00 PM,Denver Nuggets,Atlanta Hawks
2021-11-12,Friday   ,2021-11-12T10:00:00Z,3,10:00 PM,Golden State Warriors,Chicago Bulls
2021-11-12,Friday   ,2021-11-12T10:30:00Z,18,10:30 PM,Los Angeles Lakers,Minnesota Timberwolves
2021-11-13,Saturday ,2021-11-13T05:00:00Z,3,5:00 PM,Utah Jazz,Miami Heat
2021-11-13,Saturday ,2021-11-13T07:00:00Z,16,7:00 PM,Orlando Magic,Washington Wizards
2021-11-13,Saturday ,2021-11-13T07:00:00Z,22,7:00 PM,New Orleans Pelicans,Memphis Grizzlies
2021-11-13,Saturday ,2021-11-13T07:00:00Z,14,7:00 PM,Indiana Pacers,Philadelphia 76ers
2021-11-13,Saturday ,2021-11-13T07:30:00Z,20,7:30 PM,Toronto Raptors,Detroit Pistons
2021-11-13,Saturday ,2021-11-13T08:00:00Z,15,8:00 PM,Cleveland Cavaliers,Boston Celtics
2021-11-13,Saturday ,2021-11-13T10:30:00Z,20,10:30 PM,Los Angeles Clippers,Minnesota Timberwolves
2021-11-14,Sunday   ,2021-11-14T03:30:00Z,18,3:30 PM,Los Angeles Lakers,San Antonio Spurs
2021-11-14,Sunday   ,2021-11-14T06:00:00Z,20,6:00 PM,Atlanta Hawks,Milwaukee Bucks
2021-11-14,Sunday   ,2021-11-14T07:00:00Z,17,7:00 PM,Oklahoma City Thunder,Brooklyn Nets
2021-11-14,Sunday   ,2021-11-14T07:00:00Z,9,7:00 PM,Charlotte Hornets,Golden State Warriors
2021-11-14,Sunday   ,2021-11-14T07:00:00Z,20,7:00 PM,Houston Rockets,Phoenix Suns
2021-11-14,Sunday   ,2021-11-14T08:00:00Z,19,8:00 PM,Denver Nuggets,Portland Trail Blazers
2021-11-14,Sunday   ,2021-11-14T09:30:00Z,10,9:30 PM,Los Angeles Clippers,Chicago Bulls
2021-11-15,Monday   ,2021-11-15T07:00:00Z,15,7:00 PM,Cleveland Cavaliers,Boston Celtics
2021-11-15,Monday   ,2021-11-15T07:00:00Z,22,7:00 PM,Detroit Pistons,Sacramento Kings
2021-11-15,Monday   ,2021-11-15T07:00:00Z,18,7:00 PM,Washington Wizards,New Orleans Pelicans
2021-11-15,Monday   ,2021-11-15T07:30:00Z,23,7:30 PM,Atlanta Hawks,Orlando Magic
2021-11-15,Monday   ,2021-11-15T07:30:00Z,16,7:30 PM,New York Knicks,Indiana Pacers
2021-11-15,Monday   ,2021-11-15T08:00:00Z,13,8:00 PM,Dallas Mavericks,Denver Nuggets
2021-11-15,Monday   ,2021-11-15T08:00:00Z,21,8:00 PM,Memphis Grizzlies,Houston Rockets
2021-11-15,Monday   ,2021-11-15T08:00:00Z,15,8:00 PM,Oklahoma City Thunder,Miami Heat
2021-11-15,Monday   ,2021-11-15T08:00:00Z,17,8:00 PM,Minnesota Timberwolves,Phoenix Suns
2021-11-15,Monday   ,2021-11-15T10:00:00Z,16,10:00 PM,Portland Trail Blazers,Toronto Raptors
2021-11-15,Monday   ,2021-11-15T10:30:00Z,8,10:30 PM,Los Angeles Lakers,Chicago Bulls
2021-11-16,Tuesday  ,2021-11-16T07:30:00Z,5,7:30 PM,Brooklyn Nets,Golden State Warriors
2021-11-16,Tuesday  ,2021-11-16T10:00:00Z,2,10:00 PM,Utah Jazz,Philadelphia 76ers
2021-11-16,Tuesday  ,2021-11-16T10:30:00Z,20,10:30 PM,Los Angeles Clippers,San Antonio Spurs
2021-11-17,Wednesday,2021-11-17T07:00:00Z,11,7:00 PM,Charlotte Hornets,Washington Wizards
2021-11-17,Wednesday,2021-11-17T07:00:00Z,27,7:00 PM,Detroit Pistons,Indiana Pacers
2021-11-17,Wednesday,2021-11-17T07:30:00Z,9,7:30 PM,Brooklyn Nets,Cleveland Cavaliers
2021-11-17,Wednesday,2021-11-17T07:30:00Z,19,7:30 PM,Atlanta Hawks,Boston Celtics
2021-11-17,Wednesday,2021-11-17T07:30:00Z,17,7:30 PM,Milwaukee Bucks,Los Angeles Lakers
2021-11-17,Wednesday,2021-11-17T07:30:00Z,17,7:30 PM,Miami Heat,New Orleans Pelicans
2021-11-17,Wednesday,2021-11-17T07:30:00Z,17,7:30 PM,New York Knicks,Orlando Magic
2021-11-17,Wednesday,2021-11-17T08:00:00Z,27,8:00 PM,Oklahoma City Thunder,Houston Rockets
2021-11-17,Wednesday,2021-11-17T08:00:00Z,19,8:00 PM,Minnesota Timberwolves,Sacramento Kings
2021-11-17,Wednesday,2021-11-17T10:00:00Z,10,10:00 PM,Phoenix Suns,Dallas Mavericks
2021-11-17,Wednesday,2021-11-17T10:00:00Z,12,10:00 PM,Portland Trail Blazers,Chicago Bulls
2021-11-18,Thursday ,2021-11-18T07:30:00Z,6,7:30 PM,Cleveland Cavaliers,Golden State Warriors
2021-11-18,Thursday ,2021-11-18T07:30:00Z,5,7:30 PM,Miami Heat,Washington Wizards
2021-11-18,Thursday ,2021-11-18T08:00:00Z,23,8:00 PM,Minnesota Timberwolves,San Antonio Spurs
2021-11-18,Thursday ,2021-11-18T08:00:00Z,15,8:00 PM,Memphis Grizzlies,Los Angeles Clippers
2021-11-18,Thursday ,2021-11-18T09:00:00Z,10,9:00 PM,Denver Nuggets,Philadelphia 76ers
2021-11-18,Thursday ,2021-11-18T09:00:00Z,6,9:00 PM,Utah Jazz,Toronto Raptors
2021-11-19,Friday   ,2021-11-19T07:00:00Z,15,7:00 PM,Detroit Pistons,Golden State Warriors
2021-11-19,Friday   ,2021-11-19T07:00:00Z,20,7:00 PM,Charlotte Hornets,Indiana Pacers
2021-11-19,Friday   ,2021-11-19T07:30:00Z,17,7:30 PM,Brooklyn Nets,Orlando Magic
2021-11-19,Friday   ,2021-11-19T07:30:00Z,16,7:30 PM,Boston Celtics,Los Angeles Lakers
2021-11-19,Friday   ,2021-11-19T08:00:00Z,24,8:00 PM,Milwaukee Bucks,Oklahoma City Thunder
2021-11-19,Friday   ,2021-11-19T08:00:00Z,23,8:00 PM,New Orleans Pelicans,Los Angeles Clippers
2021-11-19,Friday   ,2021-11-19T09:00:00Z,11,9:00 PM,Denver Nuggets,Chicago Bulls
2021-11-19,Friday   ,2021-11-19T10:00:00Z,10,10:00 PM,Phoenix Suns,Dallas Mavericks
2021-11-19,Friday   ,2021-11-19T10:00:00Z,13,10:00 PM,Sacramento Kings,Toronto Raptors
2021-11-20,Saturday ,2021-11-20T05:00:00Z,17,5:00 PM,New York Knicks,Houston Rockets
2021-11-20,Saturday ,2021-11-20T07:00:00Z,27,7:00 PM,Indiana Pacers,New Orleans Pelicans
2021-11-20,Saturday ,2021-11-20T07:00:00Z,5,7:00 PM,Washington Wizards,Miami Heat
2021-11-20,Saturday ,2021-11-20T07:30:00Z,17,7:30 PM,Atlanta Hawks,Charlotte Hornets
2021-11-20,Saturday ,2021-11-20T07:30:00Z,23,7:30 PM,Boston Celtics,Oklahoma City Thunder
2021-11-20,Saturday ,2021-11-20T08:00:00Z,18,8:00 PM,Minnesota Timberwolves,Memphis Grizzlies
2021-11-20,Saturday ,2021-11-20T08:00:00Z,24,8:00 PM,Milwaukee Bucks,Orlando Magic
2021-11-20,Saturday ,2021-11-20T10:00:00Z,12,10:00 PM,Portland Trail Blazers,Philadelphia 76ers
2021-11-20,Saturday ,2021-11-20T10:00:00Z,8,10:00 PM,Sacramento Kings,Utah Jazz
2021-11-21,Sunday   ,2021-11-21T03:30:00Z,13,3:30 PM,Los Angeles Clippers,Dallas Mavericks
2021-11-21,Sunday   ,2021-11-21T06:00:00Z,21,6:00 PM,Detroit Pistons,Los Angeles Lakers
2021-11-21,Sunday   ,2021-11-21T08:00:00Z,5,8:00 PM,Chicago Bulls,New York Knicks
2021-11-21,Sunday   ,2021-11-21T08:00:00Z,15,8:00 PM,Phoenix Suns,Denver Nuggets
2021-11-21,Sunday   ,2021-11-21T08:30:00Z,6,8:30 PM,Golden State Warriors,Toronto Raptors
2021-11-22,Monday   ,2021-11-22T07:00:00Z,9,7:00 PM,Cleveland Cavaliers,Brooklyn Nets
2021-11-22,Monday   ,2021-11-22T07:00:00Z,11,7:00 PM,Washington Wizards,Charlotte Hornets
2021-11-22,Monday   ,2021-11-22T07:30:00Z,24,7:30 PM,Boston Celtics,Houston Rockets
2021-11-22,Monday   ,2021-11-22T07:30:00Z,22,7:30 PM,Atlanta Hawks,Oklahoma City Thunder
2021-11-22,Monday   ,2021-11-22T08:00:00Z,24,8:00 PM,Milwaukee Bucks,Orlando Magic
2021-11-22,Monday   ,2021-11-22T08:00:00Z,14,8:00 PM,Chicago Bulls,Indiana Pacers
2021-11-22,Monday   ,2021-11-22T08:00:00Z,26,8:00 PM,New Orleans Pelicans,Minnesota Timberwolves
2021-11-22,Monday   ,2021-11-22T08:30:00Z,18,8:30 PM,San Antonio Spurs,Phoenix Suns
2021-11-22,Monday   ,2021-11-22T09:00:00Z,7,9:00 PM,Utah Jazz,Memphis Grizzlies
2021-11-22,Monday   ,2021-11-22T10:00:00Z,9,10:00 PM,Sacramento Kings,Philadelphia 76ers
2021-11-23,Tuesday  ,2021-11-23T07:00:00Z,17,7:00 PM,Detroit Pistons,Miami Heat
2021-11-23,Tuesday  ,2021-11-23T07:30:00Z,10,7:30 PM,New York Knicks,Los Angeles Lakers
2021-11-23,Tuesday  ,2021-11-23T10:00:00Z,19,10:00 PM,Portland Trail Blazers,Denver Nuggets
2021-11-23,Tuesday  ,2021-11-23T10:30:00Z,13,10:30 PM,Los Angeles Clippers,Dallas Mavericks
2021-11-24,Wednesday,2021-11-24T07:00:00Z,11,7:00 PM,Cleveland Cavaliers,Phoenix Suns
2021-11-24,Wednesday,2021-11-24T07:00:00Z,19,7:00 PM,Indiana Pacers,Los Angeles Lakers
2021-11-24,Wednesday,2021-11-24T07:00:00Z,21,7:00 PM,Orlando Magic,Charlotte Hornets
2021-11-24,Wednesday,2021-11-24T07:30:00Z,14,7:30 PM,Boston Celtics,Brooklyn Nets
2021-11-24,Wednesday,2021-11-24T08:00:00Z,25,8:00 PM,Milwaukee Bucks,Detroit Pistons
2021-11-24,Wednesday,2021-11-24T08:00:00Z,18,8:00 PM,New Orleans Pelicans,Washington Wizards
2021-11-24,Wednesday,2021-11-24T08:00:00Z,14,8:00 PM,Minnesota Timberwolves,Miami Heat
2021-11-24,Wednesday,2021-11-24T08:00:00Z,13,8:00 PM,Oklahoma City Thunder,Utah Jazz
2021-11-24,Wednesday,2021-11-24T08:00:00Z,12,8:00 PM,Memphis Grizzlies,Toronto Raptors
2021-11-24,Wednesday,2021-11-24T08:00:00Z,16,8:00 PM,Houston Rockets,Chicago Bulls
2021-11-24,Wednesday,2021-11-24T08:30:00Z,21,8:30 PM,San Antonio Spurs,Atlanta Hawks
2021-11-24,Wednesday,2021-11-24T10:00:00Z,18,10:00 PM,Sacramento Kings,Portland Trail Blazers
2021-11-24,Wednesday,2021-11-24T10:00:00Z,2,10:00 PM,Golden State Warriors,Philadelphia 76ers
2021-11-26,Friday   ,2021-11-26T03:30:00Z,23,3:30 PM,Los Angeles Clippers,Detroit Pistons
2021-11-26,Friday   ,2021-11-26T07:00:00Z,9,7:00 PM,New York Knicks,Phoenix Suns
2021-11-26,Friday   ,2021-11-26T07:00:00Z,15,7:00 PM,Orlando Magic,Chicago Bulls
2021-11-26,Friday   ,2021-11-26T07:00:00Z,19,7:00 PM,Charlotte Hornets,Minnesota Timberwolves
2021-11-26,Friday   ,2021-11-26T08:00:00Z,16,8:00 PM,Memphis Grizzlies,Atlanta Hawks
2021-11-26,Friday   ,2021-11-26T08:00:00Z,16,8:00 PM,Oklahoma City Thunder,Washington Wizards
2021-11-26,Friday   ,2021-11-26T08:00:00Z,18,8:00 PM,Indiana Pacers,Toronto Raptors
2021-11-26,Friday   ,2021-11-26T08:30:00Z,22,8:30 PM,San Antonio Spurs,Boston Celtics
2021-11-26,Friday   ,2021-11-26T09:00:00Z,15,9:00 PM,Utah Jazz,New Orleans Pelicans
2021-11-26,Friday   ,2021-11-26T09:00:00Z,20,9:00 PM,Denver Nuggets,Milwaukee Bucks
2021-11-26,Friday   ,2021-11-26T10:00:00Z,11,10:00 PM,Golden State Warriors,Portland Trail Blazers
2021-11-26,Friday   ,2021-11-26T10:30:00Z,14,10:30 PM,Los Angeles Lakers,Sacramento Kings
2021-11-27,Saturday ,2021-11-27T06:00:00Z,13,6:00 PM,Philadelphia 76ers,Minnesota Timberwolves
2021-11-27,Saturday ,2021-11-27T07:30:00Z,10,7:30 PM,Brooklyn Nets,Phoenix Suns
2021-11-27,Saturday ,2021-11-27T07:30:00Z,13,7:30 PM,Atlanta Hawks,New York Knicks
2021-11-27,Saturday ,2021-11-27T08:00:00Z,22,8:00 PM,Houston Rockets,Charlotte Hornets
2021-11-27,Saturday ,2021-11-27T08:00:00Z,18,8:00 PM,Cleveland Cavaliers,Orlando Magic
2021-11-27,Saturday ,2021-11-27T08:00:00Z,4,8:00 PM,Chicago Bulls,Miami Heat
2021-11-27,Saturday ,2021-11-27T08:30:00Z,7,8:30 PM,Dallas Mavericks,Washington Wizards
2021-11-27,Saturday ,2021-11-27T09:00:00Z,15,9:00 PM,Utah Jazz,New Orleans Pelicans
2021-11-28,Sunday   ,2021-11-28T03:30:00Z,9,3:30 PM,Los Angeles Clippers,Golden State Warriors
2021-11-28,Sunday   ,2021-11-28T05:00:00Z,23,5:00 PM,Indiana Pacers,Milwaukee Bucks
2021-11-28,Sunday   ,2021-11-28T06:00:00Z,14,6:00 PM,Memphis Grizzlies,Sacramento Kings
2021-11-28,Sunday   ,2021-11-28T06:00:00Z,15,6:00 PM,Toronto Raptors,Boston Celtics
2021-11-28,Sunday   ,2021-11-28T09:30:00Z,21,9:30 PM,Los Angeles Lakers,Detroit Pistons
2021-11-29,Monday   ,2021-11-29T07:00:00Z,15,7:00 PM,Philadelphia 76ers,Orlando Magic
2021-11-29,Monday   ,2021-11-29T07:30:00Z,11,7:30 PM,Miami Heat,Denver Nuggets
2021-11-29,Monday   ,2021-11-29T08:00:00Z,24,8:00 PM,Minnesota Timberwolves,Indiana Pacers
2021-11-29,Monday   ,2021-11-29T08:00:00Z,10,8:00 PM,Chicago Bulls,Charlotte Hornets
2021-11-29,Monday   ,2021-11-29T08:00:00Z,27,8:00 PM,Houston Rockets,Oklahoma City Thunder
2021-11-29,Monday   ,2021-11-29T08:30:00Z,15,8:30 PM,San Antonio Spurs,Washington Wizards
2021-11-29,Monday   ,2021-11-29T08:30:00Z,9,8:30 PM,Dallas Mavericks,Cleveland Cavaliers
2021-11-29,Monday   ,2021-11-29T09:00:00Z,11,9:00 PM,Utah Jazz,Portland Trail Blazers
2021-11-29,Monday   ,2021-11-29T10:30:00Z,23,10:30 PM,Los Angeles Clippers,New Orleans Pelicans
2021-11-30,Tuesday  ,2021-11-30T07:30:00Z,7,7:30 PM,Brooklyn Nets,New York Knicks
2021-11-30,Tuesday  ,2021-11-30T07:30:00Z,12,7:30 PM,Toronto Raptors,Memphis Grizzlies
2021-11-30,Tuesday  ,2021-11-30T10:00:00Z,14,10:00 PM,Sacramento Kings,Los Angeles Lakers
2021-11-30,Tuesday  ,2021-11-30T10:00:00Z,25,10:00 PM,Portland Trail Blazers,Detroit Pistons
2021-11-30,Tuesday  ,2021-11-30T10:00:00Z,7,10:00 PM,Phoenix Suns,Golden State Warriors
2021-12-01,Wednesday,2021-12-01T07:00:00Z,22,7:00 PM,Indiana Pacers,Atlanta Hawks
2021-12-01,Wednesday,2021-12-01T07:00:00Z,22,7:00 PM,Orlando Magic,Denver Nuggets
2021-12-01,Wednesday,2021-12-01T07:00:00Z,14,7:00 PM,Washington Wizards,Minnesota Timberwolves
2021-12-01,Wednesday,2021-12-01T07:30:00Z,11,7:30 PM,Boston Celtics,Philadelphia 76ers
2021-12-01,Wednesday,2021-12-01T07:30:00Z,7,7:30 PM,Miami Heat,Cleveland Cavaliers
2021-12-01,Wednesday,2021-12-01T08:00:00Z,19,8:00 PM,New Orleans Pelicans,Dallas Mavericks
2021-12-01,Wednesday,2021-12-01T08:00:00Z,27,8:00 PM,Oklahoma City Thunder,Houston Rockets
2021-12-01,Wednesday,2021-12-01T08:00:00Z,19,8:00 PM,Milwaukee Bucks,Charlotte Hornets
2021-12-01,Wednesday,2021-12-01T10:30:00Z,16,10:30 PM,Los Angeles Clippers,Sacramento Kings
2021-12-02,Thursday ,2021-12-02T07:30:00Z,16,7:30 PM,Toronto Raptors,Milwaukee Bucks
2021-12-02,Thursday ,2021-12-02T07:30:00Z,5,7:30 PM,New York Knicks,Chicago Bulls
2021-12-02,Thursday ,2021-12-02T08:00:00Z,20,8:00 PM,Memphis Grizzlies,Oklahoma City Thunder
2021-12-02,Thursday ,2021-12-02T09:00:00Z,20,9:00 PM,Phoenix Suns,Detroit Pistons
2021-12-02,Thursday ,2021-12-02T10:00:00Z,22,10:00 PM,Portland Trail Blazers,San Antonio Spurs
2021-12-03,Friday   ,2021-12-03T07:00:00Z,8,7:00 PM,Washington Wizards,Cleveland Cavaliers
2021-12-03,Friday   ,2021-12-03T07:00:00Z,15,7:00 PM,Indiana Pacers,Miami Heat
2021-12-03,Friday   ,2021-12-03T07:30:00Z,15,7:30 PM,Brooklyn Nets,Minnesota Timberwolves
2021-12-03,Friday   ,2021-12-03T07:30:00Z,11,7:30 PM,Atlanta Hawks,Philadelphia 76ers
2021-12-03,Friday   ,2021-12-03T08:00:00Z,27,8:00 PM,Houston Rockets,Orlando Magic
2021-12-03,Friday   ,2021-12-03T08:30:00Z,19,8:30 PM,Dallas Mavericks,New Orleans Pelicans
2021-12-03,Friday   ,2021-12-03T09:00:00Z,10,9:00 PM,Utah Jazz,Boston Celtics
2021-12-03,Friday   ,2021-12-03T10:00:00Z,15,10:00 PM,Los Angeles Lakers,Los Angeles Clippers
2021-12-03,Friday   ,2021-12-03T10:00:00Z,7,10:00 PM,Golden State Warriors,Phoenix Suns
2021-12-04,Saturday ,2021-12-04T01:00:00Z,12,1:00 PM,New York Knicks,Denver Nuggets
2021-12-04,Saturday ,2021-12-04T07:30:00Z,6,7:30 PM,Brooklyn Nets,Chicago Bulls
2021-12-04,Saturday ,2021-12-04T08:00:00Z,13,8:00 PM,Milwaukee Bucks,Miami Heat
2021-12-04,Saturday ,2021-12-04T08:30:00Z,11,8:30 PM,Dallas Mavericks,Memphis Grizzlies
2021-12-04,Saturday ,2021-12-04T08:30:00Z,13,8:30 PM,Golden State Warriors,San Antonio Spurs
2021-12-04,Saturday ,2021-12-04T10:00:00Z,20,10:00 PM,Portland Trail Blazers,Boston Celtics
2021-12-04,Saturday ,2021-12-04T10:00:00Z,16,10:00 PM,Sacramento Kings,Los Angeles Clippers
2021-12-05,Sunday   ,2021-12-05T03:30:00Z,5,3:30 PM,Cleveland Cavaliers,Utah Jazz
2021-12-05,Sunday   ,2021-12-05T06:00:00Z,17,6:00 PM,Atlanta Hawks,Charlotte Hornets
2021-12-05,Sunday   ,2021-12-05T06:00:00Z,8,6:00 PM,Toronto Raptors,Washington Wizards
2021-12-05,Sunday   ,2021-12-05T07:00:00Z,29,7:00 PM,Houston Rockets,New Orleans Pelicans
2021-12-06,Monday   ,2021-12-06T07:00:00Z,27,7:00 PM,Detroit Pistons,Oklahoma City Thunder
2021-12-06,Monday   ,2021-12-06T07:00:00Z,9,7:00 PM,Charlotte Hornets,Philadelphia 76ers
2021-12-06,Monday   ,2021-12-06T07:00:00Z,15,7:00 PM,Indiana Pacers,Washington Wizards
2021-12-06,Monday   ,2021-12-06T07:30:00Z,9,7:30 PM,Miami Heat,Memphis Grizzlies
2021-12-06,Monday   ,2021-12-06T08:00:00Z,16,8:00 PM,Milwaukee Bucks,Cleveland Cavaliers
2021-12-06,Monday   ,2021-12-06T08:00:00Z,21,8:00 PM,Minnesota Timberwolves,Atlanta Hawks
2021-12-06,Monday   ,2021-12-06T08:00:00Z,11,8:00 PM,Chicago Bulls,Denver Nuggets
2021-12-06,Monday   ,2021-12-06T09:00:00Z,18,9:00 PM,Phoenix Suns,San Antonio Spurs
2021-12-06,Monday   ,2021-12-06T10:00:00Z,19,10:00 PM,Portland Trail Blazers,Los Angeles Clippers
2021-12-06,Monday   ,2021-12-06T10:00:00Z,14,10:00 PM,Golden State Warriors,Orlando Magic
2021-12-07,Tuesday  ,2021-12-07T07:30:00Z,8,7:30 PM,Dallas Mavericks,Brooklyn Nets
2021-12-07,Tuesday  ,2021-12-07T08:30:00Z,15,8:30 PM,San Antonio Spurs,New York Knicks
2021-12-07,Tuesday  ,2021-12-07T10:00:00Z,16,10:00 PM,Los Angeles Lakers,Boston Celtics
2021-12-08,Wednesday,2021-12-08T07:00:00Z,17,7:00 PM,Detroit Pistons,Washington Wizards
2021-12-08,Wednesday,2021-12-08T07:00:00Z,7,7:00 PM,Cleveland Cavaliers,Chicago Bulls
2021-12-08,Wednesday,2021-12-08T07:00:00Z,16,7:00 PM,Indiana Pacers,New York Knicks
2021-12-08,Wednesday,2021-12-08T07:00:00Z,9,7:00 PM,Charlotte Hornets,Philadelphia 76ers
2021-12-08,Wednesday,2021-12-08T07:30:00Z,18,7:30 PM,Toronto Raptors,Oklahoma City Thunder
2021-12-08,Wednesday,2021-12-08T07:30:00Z,13,7:30 PM,Miami Heat,Milwaukee Bucks
2021-12-08,Wednesday,2021-12-08T08:00:00Z,24,8:00 PM,New Orleans Pelicans,Denver Nuggets
2021-12-08,Wednesday,2021-12-08T08:00:00Z,12,8:00 PM,Minnesota Timberwolves,Utah Jazz
2021-12-08,Wednesday,2021-12-08T08:00:00Z,18,8:00 PM,Houston Rockets,Brooklyn Nets
2021-12-08,Wednesday,2021-12-08T08:00:00Z,11,8:00 PM,Memphis Grizzlies,Dallas Mavericks
2021-12-08,Wednesday,2021-12-08T10:00:00Z,11,10:00 PM,Golden State Warriors,Portland Trail Blazers
2021-12-08,Wednesday,2021-12-08T10:00:00Z,21,10:00 PM,Sacramento Kings,Orlando Magic
2021-12-08,Wednesday,2021-12-08T10:30:00Z,18,10:30 PM,Los Angeles Clippers,Boston Celtics
